slug,post_id,name,category
awaswas,5265,Awaswas,Territories
snuneymuxw,5264,Snuneymuxw,Territories
ngurraiillam,5263,Ngurraiillam,Territories
coast-miwok,5262,Me-Wuk (Coast Miwok),Territories
karuwali,5261,Karuwali,Territories
lenca,5260,Lenca,Territories
malak-malak,5259,Malak malak,Territories
dadi-dadi,5258,Dadi Dadi,Territories
iningai,5257,Iningai,Territories
abenaki-abenaquis,5256,N'dakina (Abenaki / Abénaquis),Territories
guarijio,5255,Guarijío/Guarijó,Territories
yandruwandha,5254,Yandruwandha,Territories
ngumbarl,5253,Ngumbarl,Territories
djawi,5252,Djawi,Territories
chilula,5251,Chilula,Territories
modoc-oklahoma,5250,Modoc (Oklahoma),Territories
nahuatl-8,5249,Nahua (Michoacan),Territories
marringarr,5248,Marringarr,Territories
lacandon,5247,Hach Winik (Lacandon),Territories
new-river-shasta,5246,New River Shasta,Territories
tanana,5245,Tanana,Territories
warlmanpa,5244,Warlmanpa,Territories
didxazon,5243,Ben 'Zaa/Binnizá/Mén Diiste/Bene Xhon (Zapoteco),Territories
central-sierra-miwok,5242,Me-Wuk (Central Sierra Miwok),Territories
totonaco,5241,Totonaco,Territories
mattole,5240,Mattole,Territories
tsimshian,5239,La̱xyuubm Ts'msyen (Tsimshian),Territories
paugussett,5238,Paugussett,Territories
mescalero-apache,5237,Mescalero Apache,Territories
gunu,5236,Gunu,Territories
mam,5235,Winaq Qo’ (Mam),Territories
cahuilla,5234,Ɂívil̃uwenetem Meytémak (Cahuilla),Territories
trondek-hwechin,5233,Tr'ondëk Hwëch'in,Territories
paipai-akwaala,5232,Paipai (Akwa'ala),Territories
tsuu-tina,5230,Tsuu T'ina,Territories
yaqui,5229,Yoeme (Yaqui),Territories
katzie,5228,sq̓əc̓iy̓aɁɬ təməxʷ (Katzie),Territories
oneida,5227,Onʌyote'a•ka (Oneida),Territories
nunatsiavut,5226,Nunatsiavut,Territories
matlatzinco-matlatzinteca,5225,Matlatzinco/matlatzinteca,Territories
chontal-de-guerrero-tuxteco,5224,Chontal de Guerrero - Tuxteco,Territories
hualapai,5223,Hualapai,Territories
huron-wendat,5222,Wendake-Nionwentsïo,Territories
caxcan,5221,Caxcan,Territories
sicoags,5220,Sicaog (Saukiog),Territories
yinwum,5219,Yinwum,Territories
karajarri,5218,Karajarri,Territories
pericu,5217,Pericú,Territories
nahuatl-7,5216,"Nahua ( Morelos, Puebla, Tlaxcala, Veracruz, Hidalgo, San Luis Potosi, Oaxaca)",Territories
ngalakan,5215,Ngalakan,Territories
yawuru,5214,Yawuru,Territories
tharrgari,5213,Tharrgari,Territories
pueblos,5212,Pueblos,Territories
nakara,5211,Nakara,Territories
nomlaki,5210,Nomlaki,Territories
osage-oklahoma,5209,Osage (Oklahoma),Territories
amuzgo-2,5208,Tzjon Non/ Tzo'tyio (Amuzgo),Territories
muscogee-oklahoma,5207,Muscogee (Oklahoma),Territories
dene-chipewyan,5206,Denendeh (Dënësųłinë́ Nëné),Territories
nhuwala,5205,Nhuwala,Territories
tahltan,5204,Tāłtān Konelīne (Tahltan),Territories
havasupai,5203,Havasu Baaja (Havasupai),Territories
akaitcho,5202,Akaitcho,Territories
gitxsan,5201,Gitx̱san Lax̱yip,Territories
thalanyji,5200,Thalanyji,Territories
purduna,5198,Purduna,Territories
badtjala,5197,Badtjala,Territories
nungali,5196,Nungali,Territories
niitsitapi-%e1%96%b9%e1%90%9f%e1%92%a7%e1%90%a7%e1%92%a3%e1%91%af-blackfoot,5195,Niitsítpiis-stahkoii ᖹᐟᒧᐧᐨᑯᐧ ᓴᐦᖾᐟ (Blackfoot / Niitsítapi ᖹᐟᒧᐧᒣᑯ),Territories
jabirrjabirr,5194,Jabirrjabirr,Territories
moose-cree,5193,ᐃᓕᓕᐗᔅᑭᔾ Ililiwaskiy (Moose Cree),Territories
western-apache,5192,Ndee/Nnēē: (Western Apache),Territories
amangu,5191,Amangu,Territories
tjalkanti,5190,Tjalkanti,Territories
kooma,5189,Kooma,Territories
tzeltal,5188,Winik Atel (Tzeltal),Territories
nitassinan-innu,5187,Nitassinan (Innu),Territories
yuru,5186,Yuru,Territories
chinook,5185,Chinook,Territories
ho-chunk-2,5184,Hoocąk (Ho-Chunk),Territories
bindal,5183,Thul Garrie Waja (Bindal),Territories
gubbi-gubbi,5182,Dyungungoo (Gubbi Gubbi),Territories
gananggalinda,5181,Gananggalinda,Territories
mandandanji,5179,Mandandanji,Territories
seminole-oklahoma,5178,Seminole (Oklahoma),Territories
chalon,5177,Chalon,Territories
alsea,5176,Älsé (Alsea),Territories
kuungkari,5175,Kuungkari,Territories
aymara,5174,Aymara,Territories
assiniboine,5173,Assiniboine,Territories
yuwi,5171,Yuwi,Territories
tenino,5170,Tenino,Territories
konbudj,5169,Konbudj,Territories
muscogee,5168,Mvskoke (Muscogee),Territories
kiowa-comanche-apache-oklahoma,5167,Kiowa-Comanche-Apache (Oklahoma),Territories
seneca-cayuga-oklahoma,5166,Seneca-Cayuga (Oklahoma),Territories
chowanoke,5165,Chowanoke,Territories
pinikura,5164,Pinikura,Territories
menominee,5163,Oma͞eqnomenew-ahkew (Menominee),Territories
danaxdaxw-awaetlatla,5162,Da'naxda'xw Awaetlatla,Territories
opata,5161,Ópata (Tegüima-Eudebe-Hoba),Territories
chorti,5160,Ch'orti',Territories
huasteco-teenek,5159,Tének,Territories
kunja,5158,Kunja,Territories
mayi-kutuna,5157,Mayi-Kutuna,Territories
klamath,5156,Klamath,Territories
pescado,5155,Pescado,Territories
shawnee,5154,Shawandasse Tula (Shawanwaki/Shawnee),Territories
quatsino,5153,Quatsino,Territories
quileute,5152,Quileute,Territories
zoque-4,5151,O’ de püt/Angpøn (Zoque),Territories
wakaya,5150,Wakaya,Territories
secatogue,5149,Secatogue,Territories
kaniyang,5148,Kaniyang,Territories
wolastoqiyik,5147,Wolastoqiyik (Maliseet),Territories
anggamudi,5146,Anggamudi,Territories
djabwurung,5145,Djabwurung,Territories
secwepemc-secwepemculecw,5144,Secwepemcúl'ecw (Secwépemc),Territories
wangunks,5142,Wangunks,Territories
kukatj,5141,Kukatj,Territories
kadjerong,5140,Kadjerong,Territories
chinanteco,5139,Chinantla (Tsa ju jmí’),Territories
guarani,5138,Tekohá (Guarani),Territories
maranunggu,5137,Maranunggu,Territories
cheyenne-arapaho-oklahoma,5136,Cheyenne-Arapaho (Oklahoma),Territories
lummi,5135,Lhaq’temish (Lummi),Territories
winnimem-wintu,5134,Winnimem Wintu,Territories
papago-tohono-oodham,5133,Tohono O'odham,Territories
thaayorre,5132,Thaayorre,Territories
cree-nehiyawak-of-eeyou-istchee,5131,Eeyou Istchee,Territories
lardil,5130,Lardil,Territories
homalco,5129,Homalco,Territories
goshute,5128,Goshute,Territories
nahuatl-6,5127,Nahua (Guerrero),Territories
warnindilyakwa,5126,Warnindilyakwa,Territories
bay-miwok,5125,Me-Wuk (Bay Miwok),Territories
mudburra,5124,Mudburra,Territories
qeqchi,5123,Q'eqchi',Territories
ngarinman,5122,Ngarinman,Territories
taungurong,5121,Taungurung,Territories
dehcho-dene,5120,Dehcho Dene,Territories
unggarangi,5117,Unggarangi,Territories
salish-kootenai-tribes,5115,Salish & Kootenai Tribes,Territories
kuuku-yau,5114,Kuuku-ya'u,Territories
gunindiri,5113,Gunindiri,Territories
kuuvuan-kanianiq,5112,Kuuvuan KaNianiq,Territories
beaver-lake-cree,5110,Beaver Lake Cree,Territories
whilkut,5109,Whilkut,Territories
montauk,5108,Montaukett,Territories
northern-pomo,5107,Northern Pomo,Territories
pacaxes,5105,Pacaxes,Territories
garawa,5104,Garawa,Territories
murrinh-patha,5102,Murrinh-patha,Territories
anmatyerre,5101,Anmatyerre,Territories
nunggubuyu,5100,Nunggubuyu,Territories
sumas,5099,Sumas,Territories
upper-kuskokwim,5098,Upper Kuskokwim,Territories
ineseno,5097,Ineseño,Territories
wangkumara,5096,Wangkumara,Territories
beaver,5095,Beaver,Territories
ponca,5094,Páⁿka tóⁿde ukʰéthiⁿ (Ponca),Territories
guasaves-tamazulas,5093,Guasaves/Tamazulas,Territories
merrick,5092,Merrick,Territories
wambaya,5091,Wambaya,Territories
antakarinja,5090,Antakarinja,Territories
winda-winda,5089,Winda Winda,Territories
warumungu,5088,Warumungu,Territories
patwin,5087,Patwin,Territories
goreng,5086,Goreng,Territories
ngandji,5085,Ngandji,Territories
eyak,5084,Eyak,Territories
deg-hitan,5083,Deg Xit'an Ngan' (Deg Xit'an),Territories
guanahatabey,5082,Guanahatabey,Territories
bibbulman,5081,Bibbulman,Territories
wardaman,5080,Wardaman,Territories
kaurna,5078,Kaurna Pangkarra,Territories
chickasaw-oklahoma,5077,Chickasaw (Oklahoma),Territories
yanyuwa,5076,Yanyuwa,Territories
tagish,5075,Tagish,Territories
gureng-gureng,5074,Gureng Gureng,Territories
x%cc%b1aayda,5073,Haida,Territories
acjachemen-juaneno,5072,Acjachemen (Juaneño),Territories
birria,5071,Birria,Territories
unggumi,5070,Unggumi,Territories
tsilqotin,5069,Tŝilhqot’in Nen,Territories
walangama,5068,Walangama,Territories
muralag,5067,Muralag,Territories
baradha,5066,Baradha,Territories
sliammon,5065,ɬaʔamɩn gɩǰɛ (Tla'amin/Sliammon),Territories
matinecock,5064,Matinecock,Territories
wetsuweten,5063,Wet'suwet'en Yintikh,Territories
lamalama,5062,Lamalama,Territories
schitsuumsh-coeur-dalene,5061,Schitsu'umsh (Coeur d'Alene),Territories
mbara,5060,Mbara,Territories
nongatl,5059,Nongatl,Territories
koyukon,5058,Koyukon,Territories
akimel-oodham,5057,Akimel O'odham (Upper Pima),Territories
kitanemuk,5056,Kitanemuk,Territories
nhanta,5054,Nhanta,Territories
ngaanyatjarra,5053,Ngaanyatjarra,Territories
julimes,5051,Julimes,Territories
yakama,5050,Yakama,Territories
mohican,5049,Mohican,Territories
nyamal,5048,Nyamal,Territories
pinjarup,5047,Pinjarup,Territories
mountain-maidu,5045,Mountain Maidu,Territories
tsawwassen-sc%cc%93%c9%99wa%ce%b8en,5044,sc̓əwaθenaɁɬ təməxʷ (Tsawwassen),Territories
xinca,5043,Xinca,Territories
latje-latje,5042,Latje Latje,Territories
gugu-badhun,5041,Gugu-Badhun,Territories
banjima,5040,Banjima,Territories
oceti-sakowin-sioux,5039,Očhéthi Šakówiŋ,Territories
guugu-yimidhirr,5038,Guugu-Yimidhirr,Territories
arapaho,5037,hinono'eino' biito'owu' (Arapaho),Territories
tlapaneco,5036,Me̱'pha̱a̱ (Tlapaneco),Territories
wiyot,5035,Wiyot,Territories
garingbal,5034,Garingbal,Territories
suquamish,5033,Suquamish,Territories
nguri,5032,Nguri,Territories
central-pomo,5031,Central Pomo,Territories
chahta-choctaw,5030,Chahta Yakni (Choctaw),Territories
massacoes,5029,Massacoes,Territories
otoe-missouri-oklahoma,5028,Jíwere–Ñút’achi Máyaⁿ (Otoe-Missouria [Oklahoma]),Territories
watjarri,5027,Watjarri,Territories
dhirari,5026,Dhirari,Territories
clatskanie,5025,Clatskanie,Territories
totonac,5024,Totonac,Territories
yinhawangka,5023,Yinhawangka,Territories
stoney,5022,Ĩyãħé Nakón mąkóce (Stoney),Territories
ottawa-oklahoma,5021,Ottawa (Oklahoma),Territories
charruas,5020,Charrúa,Territories
skagit,5019,Skagit,Territories
malyangaba,5018,Malyangaba,Territories
piscataway,5017,Piscataway,Territories
pitta-pitta,5016,Pitta-Pitta,Territories
kukatja,5015,Kukatja,Territories
chontal-de-tabasco,5014,Yoko T’aan (Chontal),Territories
wabanaki-confederacy,5013,Wabanaki (Dawnland Confederacy),Territories
sobaipuri,5012,Sobaipuri,Territories
pocumtuc,5011,Pocumtuc,Territories
northern-wintu,5010,Wintʰu• Po•m (Northern Wintu),Territories
vuntut-gwitchin,5009,Vuntut Gwich'in,Territories
biripi,5008,Biripi,Territories
karuk,5007,Karuk,Territories
mara,5006,Mara,Territories
warwa,5005,Warwa,Territories
gundungurra,5004,Gandangara /Gundungurra,Territories
wik,5003,Wik,Territories
gangulu,5002,Gangulu,Territories
tsoyaha-yuchi,5001,S’atsoyaha (Yuchi),Territories
miami,5000,Myaamia,Territories
ngarluma,4998,Ngarluma,Territories
pintupi,4997,Pintupi,Territories
cheraw,4996,Cheraw,Territories
coca,4995,Coca,Territories
meru,4994,Meru,Territories
tubatulabal,4993,Tübatulabal,Territories
tsleil-waututh-s%c9%99l%cc%93ilw%c9%99ta%c9%82%c9%ac,4992,səl̓ilwətaɁɬ təməxʷ (Tsleil-Waututh),Territories
catawba,4991,Mánu: Yį Įsuwą (Catawba),Territories
inuvialuit,4990,Inuvialuit,Territories
cochimi,4989,Comom’ti-pa (Cochimí),Territories
cahto,4988,Cahto,Territories
potawatomi-shawnee-oklahoma,4987,Potawatomi-Shawnee (Oklahoma),Territories
palyku-3,4986,Palyku,Territories
coos-lower-umpqua-siuslaw,4985,"Coos, Lower Umpqua, Siuslaw",Territories
nuxalk,4984,Kulhulmcilh (Nuxalk),Territories
nlakapamux,4983,Nłeʔkepmx Tmíxʷ (Nlaka'pamux),Territories
worla,4982,Worla,Territories
waanyi,4981,Waanyi,Territories
haisla,4980,x̣àʼisla w̓áwís (Haisla),Territories
warray,4979,Warray,Territories
yanga,4977,Yanga,Territories
wawula,4976,Wawula,Territories
geawegal,4975,Geawegal,Territories
thiin,4973,Thiin,Territories
dangbon,4971,Dangbon,Territories
roanoke,4970,Roanoke,Territories
kurrama,4969,Kurrama,Territories
dharug,4968,Dharug,Territories
northern-yukian,4967,Northern Yuki,Territories
gagudju,4966,Gagudju,Territories
mocho,4965,Mochó,Territories
konkow-maidu,4964,Kojomk'awi (Konkow),Territories
gunbalang,4963,Gunbalang,Territories
aleut,4962,Unangam Tanangin (Unangax̂ /Aleut),Territories
kokomini,4961,Kokomini,Territories
barna,4960,Barna,Territories
zacateco,4959,Zacateco ,Territories
kaqchikel,4958,Kaqchikel,Territories
pequot-mohegan,4957,Pequot,Territories
kickapoo-oklahoma,4956,Kickapoo (Oklahoma),Territories
kungarakany,4955,Kungarakany,Territories
purhepecha,4954,Iréchikwa Ts'intsúntsani (P'urhépecha Kingdom),Territories
siuslaw,4953,Siuslaw,Territories
pitjantjatjara,4952,Pitjantjatjara,Territories
kwantlen,4951,Kwantlen,Territories
bidjara,4950,Bidjara,Territories
kwini,4949,Kwini,Territories
budjari,4947,Budjari,Territories
miwa,4946,Miwa,Territories
wasco-and-wishram,4945,Wasco and Wishram,Territories
hammonassets,4944,Hammonassets,Territories
kaw-oklahoma-2,4943,Kaw (Oklahoma),Territories
mirning,4942,Mirning,Territories
raramuri,4941,Ralámuli/Rarámari/Rarómari (Tarahumara),Territories
salinan,4940,Salinan,Territories
hia-ced-oodham,4939,Hia-Ced O'odham,Territories
massa-adchu-es-et-massachuset-2,4938,Massa-adchu-es-et (Massachusett),Territories
kaytej,4937,Kaytej,Territories
gabalbara,4936,Gabalbara,Territories
han,4935,Hän,Territories
kiche,4934,K'iche',Territories
wudjari,4933,Wudjari,Territories
gayardilt,4932,Gayardilt,Territories
jiwarli,4931,Jiwarli,Territories
kaska-dena,4930,Kaska Dena Kayeh,Territories
little-salmon-carmacks,4929,Tagé Cho Hudän (Little Salmon/Carmacks),Territories
bodwewadmi-potawatomi,4928,Bodwéwadmi (Potawatomi),Territories
uutaalnganu,4927,Uutaalnganu,Territories
tiwi,4926,Tiwi,Territories
rockaway,4925,Lekawe (Rockaway),Territories
mithaka,4924,Mithaka,Territories
jococobas,4923,Jococobas,Territories
marrithiyel,4922,Marrithiyel,Territories
erie,4921,Erie,Territories
iviit-nunaat,4920,Iviit Nunaat,Territories
mutumui,4919,Mutumui,Territories
aseniwuche-winewak-rocky-mountain,4918,As'in'i'wa'chi Niy'yaw Askiy (Rocky Mountain Cree),Territories
guna-dule,4917,Gunadule (Kuna-Tule),Territories
kokatha,4916,Kokatha,Territories
miyan,4915,Miyan,Territories
hulquminum-treaty-group,4914,Hul'qumi'num Treaty Group,Territories
yankuntjatjara,4913,Yankuntjatjara,Territories
woodland-cree,4912,Woodland Cree,Territories
teslin-tlingit,4911,Teslin Tlingit Council (Yukon),Territories
rumsen,4909,Rumsen,Territories
nawu,4908,Nawu,Territories
kalispel,4907,Kalispel,Territories
wonnarua,4906,Wonnarua,Territories
baraba-baraba,4904,Baraba Baraba,Territories
seri,4903,Comca'ac (Seri),Territories
bukurnidja,4902,Bukurnidja,Territories
biri,4901,Biri,Territories
kalkadoon,4900,Kalkadoon,Territories
pamunkey,4898,Pamunkey,Territories
waka-waka,4897,Waka Waka,Territories
maung,4896,Maung,Territories
gulidjan,4895,Gulidjan,Territories
tjungundji,4894,Tjungundji,Territories
margany,4893,Margany,Territories
southern-inuit-nunatukavut,4892,NunatuKavut,Territories
modoc,4891,Modoc,Territories
maya-yucateco,4890,Maya (Yucateco),Territories
shishalh,4889,shíshálh swíya (Sechelt),Territories
peoria-oklahoma,4888,Peoria (Oklahoma),Territories
wathaurong,4887,Wathaurong,Territories
gunditjmara,4886,Gunditjmara,Territories
nunavik,4885,ᓄᓇᕕᒃ Nunavik,Territories
darkinung,4884,Darkinung,Territories
yambina,4883,Yambina,Territories
southern-mono-monache,4882,Western Mono/Monache,Territories
ngarla,4881,Ngarla,Territories
ngawun,4880,Ngawun,Territories
hupacasath,4879,Hupacasath,Territories
mikmaq,4878,Mi'kma'ki,Territories
yitha-yitha,4877,Yitha Yitha,Territories
karkin,4876,Karkin,Territories
columbia-wenatchi,4875,np̓əšqʷáw̓səxʷ (Wenatchi),Territories
lekwungen-songhees,4873,Lekwungen/Songhees,Territories
ngalawangka,4872,Ngalawangka,Territories
nipmuck,4871,Nipmuc,Territories
sahtu-dene-and-metis,4870,Sahtu Dene and Metis,Territories
arrernte,4869,Arrernte,Territories
poqomam,4868,Poqomam,Territories
wakabunga,4867,Wakabunga,Territories
waveroo,4866,Waveroo,Territories
yiman,4865,Yiman,Territories
umpila,4864,Umpila,Territories
tsnungwe,4863,Tsnungwe,Territories
koko-bera,4862,Koko-bera,Territories
odawa,4861,Odawa,Territories
nottoway-cheroenhaka,4860,Nottoway (Cheroenhaka),Territories
yulparitja,4859,Yulparitja,Territories
chol,4858,Wiñikoñlojoñbä /Xk'uk'witsob/Ajlumob (Ch'ol),Territories
kumeyaay,4857,Kumeyaay/Kumiais,Territories
yindjibarndi,4856,Yindjibarndi,Territories
ngalkbun,4855,Ngalkbun,Territories
monacan,4854,Monacan,Territories
monqui,4853,Monqui,Territories
newe-western-shoshone,4852,Newe Segobia (Western Shoshone),Territories
kalaw-kawaw-ya,4851,Kalaw Kawaw Ya,Territories
wangkamana,4850,Wangkamana,Territories
sinixt,4849,snʕickstx tmxʷúlaʔxʷ (Sinixt),Territories
sinkyone,4848,Sinkyone,Territories
carcross-tagish,4847,Carcross/Tagish First Nation (Yukon),Territories
takalak,4846,Takalak,Territories
chehalis,4845,Sq'ʷayáiɬaqtmš (Chehalis),Territories
mangala,4844,Mangala,Territories
lake-miwok,4843,Me-Wuk (Lake Miwok),Territories
kalapuya,4842,Kalapuya,Territories
choctaw-oklahoma,4841,Choctaw (Oklahoma),Territories
kelly-lake-metis-settlement-society,4840,Kelly Lake Metis Settlement Society,Territories
northeastern-pomo,4839,Northeastern Pomo,Territories
quechua-2,4838,Quechua-Kichwa,Territories
jawoyn,4837,Jawoyn,Territories
kureinji,4836,Kureinji,Territories
fernandeno-tataviam,4835,Fernandeño Tataviam,Territories
ngarinyin,4834,Ngarinyin,Territories
wuthathi,4833,Wuthathi,Territories
maricopa-pima,4832,Piipaash (Maricopa),Territories
yupangathi,4831,Yupangathi,Territories
nakako,4830,Nakako,Territories
kalinago-island-carib,4829,Kalinago (Island Carib),Territories
popoluca-mixe-zoque,4828,Popoluca (mixe-zoque),Territories
n%ca%89m%ca%89n%ca%89%ca%89-comanche,4827,Nʉmʉnʉʉ Sookobitʉ (Comanche),Territories
tlicho-agreement,4826,Tłı̨chǫ Ndè,Territories
yupik,4825,Yup’ik/Cup’ik,Territories
jaburrara,4824,Jaburrara,Territories
wunumara,4822,Wunumara,Territories
yilba,4821,Yilba,Territories
woolna,4820,Woolna,Territories
plains-miwok,4819,Miwok,Territories
embera,4818,Emberá/Eperara/Épera,Territories
gwitchin-settlement-region,4817,Gwich'in Settlement Region,Territories
corchaug,4816,Corchaug,Territories
wuningangk,4815,Wuningangk,Territories
alutiiq-sugpiaq,4814,Alutiiq (Sugpiaq),Territories
sauk-and-meskwaki,4813,oθaakiiwaki‧hina‧ki (Sauk) & Meškwahki·aša·hina (Fox),Territories
jaru,4812,Jaru,Territories
malkana,4811,Malkana,Territories
tohono-oodham,4810,O'odham Jeweḍ,Territories
gayiri,4809,Gayiri,Territories
wuikinuxv-oweekeno,4808,Wuikinuxv (Oweekeno),Territories
kuthant,4806,Kuthant,Territories
barranbinya,4805,Barranbinya,Territories
kiliwa,4803,Ko'lew (Kiliwa),Territories
inupiatun,4802,Inupiat,Territories
inuit,4801,Inuit Nunangat ᐃᓄᐃᑦ ᓄᓇᖓᑦ,Territories
anguthimri,4800,Anguthimri,Territories
gamberre,4799,Gamberre,Territories
salish-kootenai-flathead,4798,Salish,Territories
iowa-oklahoma,4797,Iowa (Oklahoma),Territories
koknar,4796,Koknar,Territories
shoshone-bannock,4795,Shoshone-Bannock,Territories
worora,4794,Worora,Territories
anishinabek-%e1%90%8a%e1%93%82%e1%94%91%e1%93%88%e1%90%af%e1%92%83,4793,Anishinabewaki ᐊᓂᔑᓈᐯᐗᑭ,Territories
lenape,4792,Lenapehoking (Lenni-Lenape),Territories
wongaibon,4791,Wongaibon,Territories
nyikina,4789,Nyikina,Territories
yana,4788,Yana,Territories
alawa,4787,Alawa,Territories
tzutujil,4786,Tz'utujil,Territories
muruwari,4785,Muruwari,Territories
tongva-gabrieleno,4784,Tongva (Gabrieleno),Territories
chontal,4783,Slijuala Xanuc (Chontal),Territories
atikamekw,4782,Nitaskinan (Atikamekw / Nehirowisi Aski),Territories
cow-creek-umpqua,4780,Cow Creek Umpqua,Territories
jingili,4779,Jingili,Territories
dene-tha,4778,Dene Tha',Territories
northern-paiute,4777,Numu (Northern Paiute),Territories
taan-kwachan,4776,Ta'an Kwäch'än,Territories
wemba-wemba,4775,Wemba Wemba,Territories
barundji,4774,Barundji,Territories
kuyani,4773,Kuyani,Territories
guwa,4772,Guwa,Territories
buandig,4771,Buandig,Territories
tuscarora,4770,Skaruhreh/Tuscarora (North Carolina),Territories
burarra,4769,Burarra,Territories
kunjen,4768,Kunjen,Territories
poquonock,4767,Pequonnock,Territories
in-shuck-ch,4766,In-SHUCK-ch,Territories
ngaliwuru,4765,Ngaliwuru,Territories
yanda,4764,Yanda,Territories
cheyenne,4762,Tséstho'e (Cheyenne),Territories
kamilaroi,4761,Kamilaroi,Territories
pacheedaht,4760,Pacheedaht,Territories
pawnee-oklahoma,4759,Pawnee (Oklahoma),Territories
yekooche,4758,Yekooche,Territories
wiljali,4757,Wiljali,Territories
punuba,4756,Bunuba,Territories
ciguayo,4755,Ciguayo,Territories
nahuas,4754,Nahuas,Territories
tepehua,4753,Tepehua,Territories
omaha,4752,Umoⁿhoⁿ (Omaha),Territories
dieri,4751,Dieri,Territories
naskapi,4750,ᒋᑦ ᐊᔅᒋᓄᐤ St'aschinuw (Naskapi),Territories
kokowarra,4749,Kokowarra,Territories
wandjiwalgu,4748,Wandjiwalgu,Territories
cowlitz,4747,Stl'pulmsh (Cowlitz),Territories
gunibidji,4746,Gunibidji,Territories
totorames,4745,Totorames,Territories
mangarayi,4744,Mangarayi,Territories
kariyarra,4743,Kariyarra,Territories
ngandi,4740,Ngandi,Territories
coahuiltecan,4739,Coahuiltecan,Territories
tunxis,4738,Tunxis,Territories
gurindji,4737,Gurindji,Territories
takelma,4736,Takelma,Territories
quinnipiac,4735,Quinnipiac,Territories
bidwell,4734,Bidwell,Territories
limilngan,4733,Limilngan,Territories
wichita,4732,Wichita,Territories
taino,4731,Taíno,Territories
martuthunira,4730,Martuthunira,Territories
popoluca-chocho,4729,Runixa Ngiigua (Chocho),Territories
algonquin,4728,Omàmìwininìwag (Algonquin),Territories
kala-lagaw-ya,4727,Kala Lagaw Ya,Territories
holikachuk,4726,Holikachuk,Territories
nimiipuu-nez-perce,4725,Nimiipuu (Nez Perce),Territories
ngatatjara,4724,Ngatatjara,Territories
hoopa,4723,Hoopa Valley Reservation,Territories
dainggatti,4722,Dainggatti,Territories
narangga,4721,Narangga,Territories
plains-cree,4720,ᓀᐦᐃᔭᐤ ᐊᐢᑭᕀ Nêhiyaw-Askiy (Plains Cree),Territories
southern-paiute,4719,Nuwuvi (Southern Paiute),Territories
yuat,4718,Yuat,Territories
chiricahua-apache,4717,Chiricahua Apache,Territories
mexicanero-nahuatl,4716,Mexicanero (Nahuas),Territories
ganggalida,4715,Ganggalida,Territories
wangkathaa,4714,Wangkathaa,Territories
mandan-hidatsa-and-arikara,4713,"Mandan, Hidatsa, and Arikara",Territories
molalla,4712,Molalla,Territories
setalcott,4711,Setalcott,Territories
lemhi-shoshone,4710,Lemhi-Shoshone,Territories
umbindhamu,4709,Umbindhamu,Territories
meherrin,4708,Kauwets'a:ka,Territories
amarak,4707,Amarak,Territories
sihapsa,4706,Sihapsa,Territories
djargurdwurung,4705,Djargurdwurung,Territories
hopi,4704,Hopitutskwa,Territories
awabakal,4703,Awabakal,Territories
pawnee,4702,Pâri (Pawnee),Territories
andyamathanha,4701,Andyamathanha,Territories
pima-tohono-oodham,4700,O'ob (Lower Pima),Territories
big-stone-cree,4699,Big Stone Cree,Territories
guamares,4698,Guamares,Territories
w%cc%b1sanec,4697,"Á,LEṈENEȻ ȽTE (W̱SÁNEĆ)",Territories
kaw-oklahoma,4696,Kaw (Oklahoma),Territories
dakel-%e1%91%95%e1%97%b8%e1%92%a1,4695,Dakeł Keyoh (ᑕᗸᒡ ᗲᘏᑋ),Territories
northern-sierra-miwok,4694,Me-Wuk (Northern Sierra Miwok),Territories
kundjeymi,4693,Kundjey'mi,Territories
wyandotte-oklahoma,4690,Wyandotte (Oklahoma),Territories
barindji,4688,Barindji,Territories
mbukarla,4687,Mbukarla,Territories
karangpurru,4686,Karangpurru,Territories
barkindji,4685,Barkindji,Territories
kija,4684,Kija,Territories
yolngu,4683,Yolngu,Territories
qayqayt,4682,Qayqayt,Territories
sturgeon-lake-cree,4681,Sturgeon Lake Cree,Territories
ktunaxa,4680,Ktunaxa ɁamakɁis,Territories
lilwat,4679,Lil'wat,Territories
coast-yuki,4678,Coast Yuki,Territories
mannansett,4677,Mannansett,Territories
maiawali,4676,Maiawali,Territories
sac-and-fox-oklahoma,4675,Sac and Fox (Oklahoma),Territories
osage,4674,𐓏𐒰𐓓𐒰𐓓𐒷  𐒼𐓂𐓊𐒻  𐓆𐒻𐒿𐒷  𐓀𐒰^𐓓𐒰^(Osage),Territories
massapequas,4673,Massapequas,Territories
quapaw,4672,O-ga-xpa Ma-zhoⁿ (O-ga-xpa) (Quapaw),Territories
irritilas-lagunero,4671,Irritilas/Lagunero,Territories
larrakia,4670,Larrakia,Territories
cocopah,4669,Xawiƚƚ kwñchawaay (Cocopah),Territories
quechan-kwatsaan,4668,Quechan (Kwatsáan),Territories
mazatec,4667,Ha Shuta Enima (Mazateco),Territories
bundjalung,4666,Bundjalung,Territories
jurruru,4665,Jurruru,Territories
maya,4664,Maya,Territories
chickasaw,4663,Chikashsha  I̠yaakni' (Chickasaw),Territories
otoe-missouria-oklahoma,4662,Otoe-Missouria (Oklahoma),Territories
badimaya,4661,Badimaya,Territories
ngadjuri,4660,Ngadjuri,Territories
ohlone,4658,Ohlone,Territories
navajo,4657,Diné Bikéyah,Territories
wagiman,4656,Wagiman,Territories
