slug,post_id,name,category
juhup-yuju-yuhupdeh,15423,Juhup-Yuju/Yuhupdëh,Territories
pisamira,15419,Pisamira,Territories
yuruti,15413,Yurutí,Territories
siria-masa-siriano,15408,Siria-masã (Siriano),Territories
dokapuara-tuyuca,15404,Dokapuara (Tuyuca),Territories
umurecoomaja-tatuyo,15386,Umurecoómajá (Tatuyo),Territories
eduria-taiwano,15384,Eduria (Taiwano),Territories
waipinomaka-bara,15381,Waípinõmakã (Bará),Territories
barasano-panenoa,15376,Barasano/Panenoá,Territories
siekopaaiinte-aido-pai-secoya,15364,Siekopa’aiInte/Aido-Pãi (Secoya),Territories
ziobain-siona,15355,Ga’ntëya bain/ZioBain (Siona),Territories
tanigua,15342,Tinigua,Territories
maijuna,15334,Maijuna,Territories
kore%ce%b2ah%cf%8e-korebaju-koreguaje,15324,kòréβahώ (korebaju/Koreguaje),Territories
feenem%c9%a8naa,15320,Féénemɨnaa,Territories
nonuya,15314,Nonuya,Territories
cabiyari-kawiyari,15311,Cabiyari/Kawiyarí,Territories
inikana-kukama-kukamiria-kokama,15302,Inikana/Kukama Kukamiria/Kokama,Territories
kamejeya-yukuna,15299,Kamejeya (Yukuna),Territories
tanimuka,15285,Tanimuka,Territories
nukak-maku,15269,Nükak Makü,Territories
karijona,15264,Karijona,Territories
p%ca%8c%ca%8csi%ca%8ch%ca%8c-andoque-paasiaja,15259,pʌʌsíʌhʌ (Andoque/Paasiaja),Territories
yuri,15257,Yurí,Territories
maguta-ticuna,15254,Magüta/Ticuna,Territories
yihamwo-yagua,15251,Yihamwo (Yagua),Territories
dyoxaiya-o-ivotsa-okaina,15245,Dyo'xaiya-o-Ivo'tsa (Okaina),Territories
bora,15242,Bora,Territories
muina-murui,15237,Muina Murui / Murui-Muinanɨ,Territories
kamentsa,15218,Kamëntsá,Territories
inga,15216,Inga,Territories
quillacinga,15211,Quillacinga,Territories
pasto,15204,Pasto,Territories
embera-3,15199,Emberá,Territories
epera,15163,Épera,Territories
eperara-siapidara,15161,Eperara Siapidara,Territories
embera-dobida,15158,Emberá Dobidá,Territories
embera-chami,15156,Emberá Chamí,Territories
embera-katio-eyabida,15139,Emberá Katío/Eyabida,Territories
inkal-awa,15134,Inkal Awá,Territories
guanaca,15132,Guanaca,Territories
tontotuna-totoro,15126,Tontotuna (Totoró),Territories
nasa,15118,Nasa,Territories
tama-dujo,15116,Tama Dujo,Territories
pijao,15114,Pijao,Territories
muisca,15108,Muisca,Territories
betoy,15105,Betoy,Territories
guane,15089,Guane,Territories
wounaan,15071,Wounaan,Territories
misak,15068,Misak,Territories
wiwa,15060,Wiwa,Territories
ijku-arhuaco,15055,Ijku (Arhuaco),Territories
kogui-kaggabba,15053,Kogui/Kaggabba,Territories
kankuamo,15048,Kankuamo,Territories
mokana,15046,Mokaná,Territories
zenu,15041,Zenú,Territories
tsase-piapoco,15039,Tsase/Piapoco,Territories
walimanai-baniwa,15036,Walimanai (Baniwa),Territories
hoti,15033,Hoti,Territories
warekena,15023,Warekena,Territories
bare,15018,Baré,Territories
soto-yekuana,15016,So'to (Yekuana),Territories
uwottuja,15010,Huottųją (Piaroa),Territories
anuu,14993,Añuu,Territories
bari,14972,Barí,Territories
yukpa,14969,Yukpa,Territories
manekenk-haush,14964,Mánekenk/Haush,Territories
aparai,14959,Aparai,Territories
wayana,14952,Wayana,Territories
kalina-karina,14946,Kalina/Kariña,Territories
macuxi,14939,Macuxi,Territories
akawaio-akawayo,14937,Akawaio/Akawayo,Territories
patamona-ingariko,14935,Patamona/Ingarikó,Territories
yanam-ninam,14932,Yanam (Ninam),Territories
trio,14911,Trio/Wü tarëno,Territories
wapishana-wapixana,14905,Wapishana/Wapixana,Territories
waiwai,14900,Waiwai,Territories
lokono-arawak,14879,Lokono (Arawak),Territories
kayukth-chektles7eth,14851,Ka:’yu:’k’t’h’/Che:k’tles7et’h’,Territories
toquaht,14845,Toquaht,Territories
uchucklesaht,14840,Uchucklesaht,Territories
ucluelet,14827,Yuułuʔiłʔatḥ,Territories
sapmi-sami,14822,Sápmi (Sámi),Territories
tjer-di-teribe-broram,14745,Tjer-di/Teribe Broram,Territories
brunka,14733,Brunka,Territories
malecu,14722,Malécu,Territories
bostos,14720,Botos,Territories
huetar,14712,Huetar,Territories
kriol,14710,Kriol,Territories
rama,14705,Rama,Territories
matagalpa-cacaopera,14702,Matagalpa/Cacaopera,Territories
ulwas,14694,Ulwas,Territories
mayangna,14689,Mayangna,Territories
nicarao-nahoa,14686,Nicarao/Nahoa,Territories
sutiaba,14683,Subtiaba,Territories
chorotega,14673,Chorotega,Territories
tawahka,14663,Tawahka,Territories
garifuna,14652,Garínagu,Territories
pech,14647,Pech,Territories
tolupan,14641,Tolupan,Territories
achi,14620,Achí,Territories
qanjobal,14601,Q'anjob'al,Territories
xixime-2,14375,Xixime,Territories
kashtik,14297,Kashtik,Territories
hul-kuhku,14294,Hul Kuhk’u,Territories
willapa,14241,Willapa,Territories
wahkiakum,14239,Wahkiakum,Territories
kathlamet,14234,Kathlamet,Territories
squaxin,14183,Squaxin,Territories
kuyam,14138,Kuyam,Territories
anyapax,14124,'Anyapax,Territories
limuw,14122,Limuw,Territories
wima,14120,Wi'ma,Territories
tuqan,14118,Tuqan,Territories
natchitoches,14046,Natchitoches,Territories
kiikaapoi-kickapoo,14038,Kiikaapoi (Kickapoo),Territories
alazapas,13971,Alazapas,Territories
rayados-borrados,13969,Rayados (Borrados),Territories
chiso,13966,Chiso,Territories
shigom,13854,Shigom,Territories
clatsop,13761,Clatsop-Nehalem Confederated Tribes,Territories
hopewell,13675,Hopewell Culture,Territories
adena,13673,Adena Culture,Territories
chango,13582,Chango,Territories
chono,13580,Chono,Territories
selknam,13578,Selk'nam,Territories
kawashkar,13573,Kawashkar,Territories
yagan,13568,Yagán,Territories
muckleshoot,13532,Muckleshoot,Territories
yamassee,13508,Yamasee,Territories
westo,13503,Westo,Territories
kusso,13500,Kusso,Territories
sewee,13497,Sewee,Territories
chicora,13495,Chicora,Territories
winyah,13492,Winyah,Territories
santee-2,13490,Santee,Territories
congaree,13488,Congaree,Territories
saluda,13486,Saluda,Territories
meskwahki%c2%b7asa%c2%b7hina-fox,13482,Meškwahki·aša·hina (Fox),Territories
o%ce%b8aakiiwaki%e2%80%a7hina%e2%80%a7ki-sauk,13480,oθaakiiwaki‧hina‧ki (Sauk),Territories
winefelly,13477,Winefelly,Territories
mohawk-4,13474,Kalapuya (Mohawk),Territories
chafan,13472,Chafan,Territories
tsankupi,13470,Tsankupi,Territories
santiam,13467,Santiam,Territories
ahantchuyuk,13464,Ahantchuyuk,Territories
yamhill,13462,Yamhill,Territories
luckiamute,13457,Luckiamute,Territories
chepenefa,13455,Chepenefa,Territories
chemapho,13453,Chemapho,Territories
long-tom,13450,Chelamela,Territories
yoncalla,13448,Yoncalla,Territories
eno,13433,Eno,Territories
shakori,13431,Shakori,Territories
keyauwee,13429,Keyauwee,Territories
sissipahaw,13426,Sissipahaw,Territories
waxhaw,13419,Waxhaw,Territories
sugaree,13416,Sugaree,Territories
wateree,13413,Wateree,Territories
cape-fear,13409,Cape Fear,Territories
waccamaw-woccon,13406,Waccamaw (Woccon),Territories
coree,13404,Coree,Territories
neusiok-2,13401,Neusiok,Territories
pamlico-pomouik,13399,Pamlico (Pomouik),Territories
moratok,13397,Moratok,Territories
secotan,13392,Secotan,Territories
mattamuskeet,13390,Mattamuskeet,Territories
hatteras,13386,Hatteras,Territories
croatan,13384,Croatan,Territories
poteskeet,13381,Poteskeet,Territories
pasquotank,13379,Pasquotank,Territories
perquimans,13376,Perquimans,Territories
yeopim,13371,Yeopim,Territories
massawomeck,13360,Massawomeck,Territories
calicuas,13358,Calicuas,Territories
yesan,13355,Yesan (Tutelo),Territories
saponi,13353,Saponi,Territories
occaneechi,13349,Occaneechi,Territories
manahoac,13344,Manahoac,Territories
occohannock,13342,Occohannock,Territories
accomack,13340,Accomack,Territories
sekakawon,13338,Sekakawon,Territories
onawmanient,13336,Onawmanient,Territories
opiscopank,13334,Opiscopank,Territories
piankatank,13332,Piankatank,Territories
werowocomoco,13330,Werowocomoco,Territories
paspahegh,13328,Paspahegh,Territories
warraskoyack,13326,Warraskoyack,Territories
quiyoughcohannock,13324,Quiyoughcohannock,Territories
weyanock,13322,Weyanock,Territories
appamattuck,13320,Appamattuck,Territories
arrohatec,13316,Arrohateck,Territories
powhatan-2,13314,Powhatan,Territories
youghtanund,13311,Youghtanund,Territories
nandtaughtacund,13309,Nandtaughtacund,Territories
pissaseck,13307,Pissaseck,Territories
eastern-mono-monache,13296,Eastern Mono/Monache,Territories
miccosukee,13292,Miccosukee,Territories
sicangu,13286,Sicangu,Territories
oohenumpa,13284,Oohenumpa,Territories
mnicoujou,13282,Mnicoujou,Territories
itazipco,13278,Itazipco,Territories
hunkpapa,13275,Hunkpapa,Territories
yankton-2,13273,Yankton,Territories
yanktonai-2,13270,Yanktonai,Territories
wahpeton,13266,Wahpeton,Territories
wahpekute,13263,Wahpekute,Territories
mdewakanton,13261,Bdewakantuwan (Mdewakanton),Territories
sisseton,13258,Sisseton,Territories
wyandot-anderdon,13253,Wyandot (Anderdon),Territories
lheidli-tenneh,13130,Lheidli T'enneh,Territories
tulalip,13126,Tulalip,Territories
macorix,13100,Macorix,Territories
moraughtacund,13096,Moraughtacund,Territories
wicocomico,13093,Wicocomico,Territories
cuttatawomen,13090,Cuttatawomen,Territories
patawomeck,13088,Patawomeck,Territories
kiskiack,13086,Kiskiack,Territories
kecoughtan,13083,Kecoughtan,Territories
rappahannock,13081,Rappahannock,Territories
nansemond-2,13079,Nansemond,Territories
chesapeake-2,13077,Chesapeake,Territories
confederated-tribes-of-warm-springs,13043,Confederated Tribes of Warm Springs,Territories
chuj,13034,Ket Chonhab’ Kob’a (Chuj),Territories
bribri,13031,Bribri,Territories
nacotchtank-anacostan,13019,Nacotchtank (Anacostan),Territories
guacata,13009,Guacata,Territories
matecumbe,13003,Matecumbe,Territories
mayaimi,13001,Mayaimi,Territories
ais-2,12993,Ais,Territories
wappinger-2,12978,Wappinger,Territories
mattaponi,12947,Mattaponi,Territories
musgamagw-dzawadaenuxw,12930,Musgamagw Dzawada'enuxw,Territories
tommeginne,12924,Tommeginne,Territories
lairmairrener,12922,Lairmairrener,Territories
tyerrernotepanner,12920,Tyerrernotepanner,Territories
pyemmairrener,12918,Pyemmairrener,Territories
paredarerme,12914,Paredarerme,Territories
nuenonne,12912,Nuenonne,Territories
toogee,12910,Toogee,Territories
peerapper,12908,Peerapper,Territories
pipil,12886,Nahua,Territories
mohegan-2,12867,Mohegan,Territories
aucocisco,12856,Aucocisco,Territories
wenrohronon,12853,Wenrohronon,Territories
coharie,12845,Coharie,Territories
seminole-tribe-of-florida-immokalee-reservation,12831,Seminole Tribe of Florida (Immokalee Reservation),Territories
seminole-tribe-of-florida-big-cypress-reservation,12829,Seminole Tribe of Florida (Big Cypress Reservation),Territories
seminole-tribe-of-florida-tampa-reservation,12827,Seminole Tribe of Florida (Tampa Reservation),Territories
seminole-tribe-of-florida-brighton-reservation,12824,Seminole Tribe of Florida (Brighton Reservation),Territories
seminole-tribe-of-florida-hollywood-reservation,12820,Seminole Tribe of Florida (Hollywood Reservation),Territories
attiwonderonk-neutral,12817,Attiwonderonk (Neutral),Territories
petun,12813,Petun,Territories
opelousas,12809,Opelousas,Territories
yamayeka-yamaye,12774,Yamayeka (Yamaye),Territories
yakina,12769,Yakina,Territories
siletz-2,12767,Siletz,Territories
salmon-river,12764,Salmon River,Territories
nestucca,12762,Nestucca,Territories
tillamook-2,12760,Tillamook,Territories
nehalem,12758,Nehalem,Territories
lower-chinook-2,12752,Lower Chinook,Territories
nisqually-2,12749,Nisqually,Territories
quuiich-lower-umpqua,12747,Quuiich (Lower Umpqua),Territories
hanis-coos,12739,Hanis Coos,Territories
miluk-coos,12736,Miluk Coos,Territories
chit-dee-ni-chetco,12733,Chit-dee-ni (Chetco),Territories
tututni,12730,Tututni,Territories
san-carlos-apache,12710,San Carlos Apache,Territories
white-mountain-apache,12708,White Mountain Apache,Territories
yavapaiv-apache,12701,Yavapai Apache,Territories
jicarilla-apache,12698,Jicarilla Apache,Territories
huu-ay-aht,12684,Huu-ay-aht,Territories
hnahnu-otomi,12678,Hñähñu (Otomí),Territories
hohokam,12675,Hohokam,Territories
jeaga,12652,Jeaga,Territories
akokisa,12644,Akokisa,Territories
raukawa,12530,Raukawa,Territories
ngati-tamatera,12529,Ngāti Tamaterā,Territories
te-patukirikiri,12528,Te Patukirikiri,Territories
rangitane-o-wairau,12527,Rangitāne O Wairau,Territories
ngati-toa-rangatira,12526,Ngāti Toa Rangatira,Territories
ngati-tamaoho,12525,Ngāti Tamaoho,Territories
te-korowai-o-wainuiarua-central-whanganui,12524,Te Korowai o Wainuiārua (Central Whanganui),Territories
ngati-whanaunga,12523,Ngāti Whanaunga,Territories
pouakani,12522,Pouākani,Territories
rangitane,12521,Rangitāne,Territories
ngati-whatua-o-kaipara,12520,Ngāti Whātua o Kaipara,Territories
ngati-tarawhai,12519,Ngāti Tarāwhai,Territories
ngai-tai-ki-tamaki,12518,Ngāi Tai ki Tāmaki,Territories
te-kawerau-a-maki,12517,Te Kawerau a Maki,Territories
ngatiwai,12516,Ngātiwai,Territories
ngati-whatua,12515,Ngāti Whātua,Territories
ngati-tuwharetoa-bay-of-plenty,12514,Ngāti Tūwharetoa (Bay of Plenty),Territories
ngati-tama-ki-te-tau-ihu,12513,Ngāti Tama ki Te Tau Ihu,Territories
ngati-kahungunu-ki-wairarapa-tamaki-nui-a-rua,12512,Ngāti Kahungunu ki Wairarapa - Tāmaki Nui ā Rua,Territories
ngai-tahu,12511,Ngāi Tahu,Territories
ngati-maru-hauraki,12510,Ngāti Maru (Hauraki),Territories
ngati-tara-tokanui,12509,Ngāti Tara Tokanui,Territories
ngati-whare,12508,Ngāti Whare,Territories
ngati-kahungunu-ki-heretaunga-tamatea,12507,Ngāti Kahungunu ki Heretaunga Tamatea,Territories
ngati-whatua-o-orakei,12506,Ngāti Whātua o Ōrākei,Territories
ngati-tuwharetoa,12505,Ngāti Tūwharetoa,Territories
ngati-manuhiri,12504,Ngāti Manuhiri,Territories
ngati-kahungunu,12503,Ngāti Kahungunu,Territories
ngati-manawa,12502,Ngāti Manawa,Territories
te-aupouri,12501,Te Aupōuri,Territories
te-atiawa-o-te-waka-a-maui,12500,Te Atiawa o Te Waka-a-Māui,Territories
te-atiawa-ki-whakarongotai,12499,Te Atiawa ki Whakarongotai,Territories
ngati-pikiao,12498,Ngāti Pikiao,Territories
ngati-paoa,12497,Ngāti Paoa,Territories
ngati-pahauwera,12496,Ngāti Pāhauwera,Territories
ngati-raukawa-ki-te-tonga,12495,Ngāti Raukawa ki te Tonga,Territories
ngati-rarua,12494,Ngāti Rārua,Territories
ngati-rangiwewehi,12493,Ngāti Rangiwewehi,Territories
ngati-awa,12492,Ngāti Awa,Territories
ngati-apa-ki-te-ra-to,12491,Ngāti Apa ki te Rā Tō,Territories
ngati-apa,12490,Ngāti Apa,Territories
waikato,12489,Waikato,Territories
te-whanau-a-apanui,12488,Te Whānau a Apanui,Territories
tuhourangi,12487,Tūhourangi,Territories
te-wairoa-iwi-and-hapu,12486,Te Wairoa Iwi and Hapū,Territories
tuhoe-2,12485,Tūhoe,Territories
te-uri-o-hau,12484,Te Uri o Hau,Territories
whanganui-iwi-te-atihaunui-a-paparangi,12483,Whanganui Iwi / Te Atihaunui a Pāpārangi,Territories
whakatohea,12482,Whakatōhea,Territories
waitaha,12481,Waitaha,Territories
te-ure-o-uenukukopako-ngati-whakaue,12480,Te Ure o Uenukukōpako / Ngāti Whakaue,Territories
te-atiawa-wellington,12479,Te Atiawa (Wellington),Territories
te-roroa,12478,Te Roroa,Territories
te-atiawa-taranaki,12477,Te Atiawa (Taranaki),Territories
te-rarawa,12476,Te Rarawa,Territories
te-akitai-waiohua,12475,Te Ākitai Waiohua,Territories
te-aitanga-a-mahaki,12474,Te Aitanga ā Māhaki,Territories
taranaki-whanui-ki-te-upoko-o-te-ika,12473,Taranaki Whānui ki Te Upoko o Te Ika,Territories
taranaki,12472,Taranaki,Territories
ngati-rangi,12471,Ngāti Rangi,Territories
ngati-pukenga,12470,Ngāti Pūkenga,Territories
ngati-rahiri-tumutumu,12469,Ngāti Rāhiri Tumutumu,Territories
ngati-haua-upper-whanganui,12468,Ngāti Hāua (Upper Whanganui),Territories
ngati-porou-ki-harataunga-ki-mataora,12467,Ngāti Porou ki Harataunga ki Mataora,Territories
ngati-haua,12466,Ngāti Hauā,Territories
ngati-pukenga-ki-waiau,12465,Ngāti Pūkenga ki Waiau,Territories
ngati-porou,12464,Ngāti Porou,Territories
ngati-hako,12463,Ngāti Hako,Territories
ngati-kahu-ki-whangaroa,12461,Ngāti Kahu ki Whangaroa,Territories
ngati-mutunga,12460,Ngāti Mutunga,Territories
ngati-kahu,12459,Ngāti Kahu,Territories
ngati-maru-taranaki,12458,Ngāti Maru (Taranaki),Territories
ngati-hineuru,12457,Ngāti Hineuru,Territories
ngati-makino,12456,Ngāti Mākino,Territories
ngati-kuri,12455,Ngāti Kuri,Territories
ngati-kuia,12454,Ngāti Kuia,Territories
ngati-hinerangi,12453,Ngāti Hinerangi,Territories
ngati-hei,12452,Ngāti Hei,Territories
ngati-hauiti,12451,Ngāti Hauiti,Territories
ngaruahine,12450,Ngāruahine,Territories
ngapuhi-ngati-kahu-ki-whaingaroa,12449,Ngāpuhi / Ngāti Kahu ki Whaingaroa,Territories
ngapuhi,12448,Ngāpuhi,Territories
whanganui-land-settlement-lower-whanganui,12447,Whanganui Land Settlement (Lower Whanganui),Territories
tapuika,12446,Tapuika,Territories
rongowhakaata,12445,Rongowhakaata,Territories
rereahu,12444,Rereahu,Territories
ngati-tama,12443,Ngāti Tama,Territories
ngati-tahu-ngati-whaoa,12442,Ngāti Tahu / Ngāti Whaoa,Territories
ngati-ruapani-mai-waikaremoana,12441,Ngāti Ruapani mai Waikaremoana,Territories
ngati-koroki-kahukura,12440,Ngāti Korokī Kahukura,Territories
ngati-koata,12439,Ngāti Kōata,Territories
ngati-kea-ngati-tuara,12438,Ngāti Kea / Ngāti Tuarā,Territories
ngati-ruanui,12437,Ngāti Ruanui,Territories
ngati-rongomai,12436,Ngāti Rongomai,Territories
ngati-rehua,12435,Ngāti Rehua,Territories
ngati-rangitihi,12434,Ngāti Rangitihi,Territories
ngati-rangiteaorere,12433,Ngāti Rangiteaorere,Territories
ngati-ranginui,12432,Ngāti Ranginui,Territories
nga-rauru-kitahi,12431,Ngā Rauru Kītahi,Territories
ngaitai-bay-of-plenty,12430,Ngāitai (Bay Of Plenty),Territories
muaupoko,12429,Muaūpoko,Territories
maungaharuru-tangitu-hapu,12428,Maungaharuru Tangitū Hapū,Territories
ngai-te-rangi,12427,Ngāi Te Rangi,Territories
moriori-2,12426,Moriori,Territories
maniapoto,12425,Maniapoto,Territories
ngai-tamanuhiri,12424,Ngāi Tāmanuhiri,Territories
ahuriri-hapu,12423,Ahuriri Hapū,Territories
clackamas,12388,Clackamas,Territories
chickahominy,12369,Chickahominy,Territories
chimacum,12365,Chimacum,Territories
eastern-nehantick,12361,Eastern Nehântick,Territories
western-nehantick,12359,Western Nehântick,Territories
stzuminus,12329,Stz'uminus,Territories
kitasoo-xaixais,12319,Kitasoo/Xai'xais,Territories
tequesta,12310,Tequesta,Territories
upper-tanana-2,12245,Upper Tanana,Territories
gwichin,12238,Gwich'in Nành,Territories
pentucket,12192,Pentucket,Territories
swinomish,12166,Swinomish,Territories
shoalwater-bay,12112,Shoalwater Bay,Territories
puyallup,12108,Puyallup,Territories
colville,12104,sx̌ʷyʔiɬp (Colville),Territories
nespelem,12100,nspiləm (Nespelem),Territories
san-poil,12098,sńpʕawílx (Sanpoil),Territories
moses-columbia,12096,škwáxčənəxʷ (Moses-Columbia),Territories
methow,12094,sp̓aƛ̓mul̓əxʷəxʷ (Methow),Territories
chelan,12088,ščəl'ámxəxʷ (Chelan),Territories
entiat,12085,šntiyátkʷəxʷ (Entiat),Territories
penobscot-2,12061,Penobscot,Territories
nanrantsouak,12059,Nanrantsouak,Territories
pequawket,12054,Pequawket,Territories
pennacook-2,12047,Pennacook,Territories
samish,12034,Samish,Territories
boriken-taino,12018,Borikén Taíno,Territories
nuwhaha,12012,Nuwhaha,Territories
nuxwsa7aq-nooksack,12004,Nuxwsa'7aq (Nooksack),Territories
estokgna,11984,Esto’k Gna (Carrizo/Comecrudo),Territories
sivuqaq-st-lawrence-island-yupik,11959,Sivuqaq (St. Lawrence Island) Yupik,Territories
sduk%ca%b7albix%ca%b7-snoqualmie,11893,sdukʷalbixʷ (Snoqualmie),Territories
atfalati,11887,Atfalati,Territories
chitimacha-2,11825,Chitimacha,Territories
palawa,11818,Palawa,Territories
kaskaskia,11625,Kaskaskia,Territories
houma-2,11571,Houma,Territories
tuscarora-3,11567,Tuscarora,Territories
moriori,11553,Moriori,Territories
onondowaga-seneca,11538,Onöndowa'ga:' (Seneca),Territories
bidai,11471,Bidai,Territories
atakapa-2,11467,Atakapa-Ishak,Territories
tonkawa-2,11462,Tonkawa,Territories
sanan,11457,Sana,Territories
lipan-apache,11437,Ndé Kónitsąąíí Gokíyaa (Lipan Apache),Territories
hoopa-3,11361,Hupa,Territories
carcross-tagish-first-nation-bc,11355,Carcross/Tagish First Nation (BC),Territories
teslin-tlingit-council,11348,Teslin Tlingit Council (BC),Territories
mapuche-tehuelche,11340,Aónikenk (Tehuelche),Territories
mapuche,11334,Wallmapu (Mapuche),Territories
wiyapemiak-weapemeoc-yeopim,11320,WiYaPeMiAk (Weapemeoc-Yeopim),Territories
karankawa-2,11289,Karankawa,Territories
nwt-metis-nation,11278,NWT Métis Nation,Territories
guna-of-wargandi,11249,Guna of Wargandí,Territories
guna-of-madugandi,11245,Guna of Madugandí,Territories
guna-tule,11238,Guna Yala,Territories
turrbal,11170,Turrbal,Territories
brothertown,11143,Brothertown,Territories
gunggandji,11139,Gunggandji,Territories
tseshaht,11120,Tseshaht,Territories
tuhoe,10944,Tūhoe,Territories
yahooskin,7850,Yahooskin,Territories
amorua,7845,Amorúa,Territories
ambalo,7841,Ambaló,Territories
achagua,7837,Achagua,Territories
arawac,7694,Arawak,Territories
sikuani-guajibo,7555,Guahibo/Hiwi,Territories
pume,7553,Yaruro/Pumé,Territories
enepa,7551,E'ñepá,Territories
warao,7549,Warao,Territories
pascua-yaqui,7537,Pascua Yaqui,Territories
ballardong,7530,Ballardong,Territories
chamorro,7517,Chamorro/Chamoru,Territories
puinave,7514,Wãnsϋjϋt (Puinave),Territories
pemon,7512,Pemón,Territories
taku-river-tlingit,7499,Taku River Tlingit,Territories
cofan,7440,A'i Cofán/Kofán,Territories
yanomami,7437,Yanomami,Territories
snohomish,7434,Snohomish,Territories
kurripako,7411,Wakuenai/Walimanai (Kuripako),Territories
waorani,7346,Waorani,Territories
andoa,7320,Andoa,Territories
shiwiar,7314,Shiwiar,Territories
zapara,7308,Sapara,Territories
matawai,7267,Matawai,Territories
achuar,7265,Achuar,Territories
shuar,7263,Shuar-Wampis,Territories
ykdfn-chief-drygeese-territories-1900-1920-treaty-8,5571,"YKDFN: Chief Drygeese Territories (1900 & 1920, Treaty 8)",Treaties
acho-dene-koe,5362,Denendeh (Acho Dene Koe),Territories
banggarla,5361,Banggarla,Territories
poqomchi,5360,Poqomchi',Territories
zuni,5359,Shiwinna (Zuni),Territories
madi-madi,5358,Madi Madi,Territories
rembarnga,5357,Rembarnga,Territories
wardandi,5356,Wardandi,Territories
yuggera,5355,Yuggera,Territories
gitgaat,5354,Gitga’at Lax Yuup,Territories
chatino,5353,Kitsé Cha’tnio (Chatino),Territories
bakanh,5352,Bakanh,Territories
haudenosauneega-confederacy,5351,Ho-de-no-sau-nee-ga (Haudenosaunee),Territories
stlatlimc,5350,St̓át̓imc Tmicw (St'at'imc),Territories
kalaalisut,5349,Kalaallit,Territories
skwxwu7mesh-uxwumixw,5348,Skwxwú7mesh-ulh Temíx̱w (Squamish),Territories
yarluyandi,5347,Yarluyandi,Territories
wadi-wadi,5346,Wadi Wadi,Territories
mayi-kulan,5345,Mayi-Kulan,Territories
barbareno,5344,Shmuwich (Barbareño),Territories
karangura,5342,Karangura,Territories
cuitlatec,5341,Cuitlatec,Territories
kurnai,5340,Kurnai (Gunai),Territories
mansos,5339,Tampachoa (Mansos),Territories
ngunawal,5338,Ngunawal,Territories
pirlatapa,5337,Pirlatapa,Territories
kwakwakawakw,5336,Kwakwaka'wakw A̱wi'nagwis,Territories
wangkangurru,5335,Wangkangurru,Territories
tojolabal,5334,Tojolwinik’otik (Tojolabal),Territories
nyawaygi,5333,Nyawaygi,Territories
giya,5332,Giya,Territories
guwinmal,5330,Guwinmal,Territories
luiseno,5329,Payómkawichum (Luiseño),Territories
okanagan,5328,Syilx (Okanagan),Territories
island-chumash,5327,Michumash,Territories
yalarrnga,5326,Yalarrnga,Territories
matlatzinco-tlahuica-ocuiltec,5325,Matlatzinco/Tlahuica/Ocuiltec,Territories
caddo,5324,Caddo,Territories
wichita-caddo-delaware-oklahoma,5323,Wichita-Caddo-Delaware (Oklahoma),Territories
tsnungwe-2,5322,Tsnungwe,Territories
luthigh,5321,Luthigh,Territories
tlingit,5320,Lingít Aaní (Tlingit),Territories
heiltsuk,5319,híɫzaqv w̓áwís (Heiltsuk),Territories
awngthim,5318,Awngthim,Territories
wirangu,5317,Wirangu,Territories
esselen,5316,Esselen,Territories
dharawala,5314,Dharawala,Territories
tapachulteco-mixe-zoque,5313,Tapachulteco (mixe-zoque),Territories
warlpiri,5312,Warlpiri,Territories
tocobaga,5311,Tocobaga,Territories
yangga,5310,Yangga,Territories
djabuganjdji,5309,Djabuganjdji,Territories
chimariko,5308,Chimariko (territory),Territories
wailwan,5307,Wailwan,Territories
temexw-treaty-association,5306,Te'mexw Treaty Association,Territories
wayuu,5305,Wayúu,Territories
jukun,5304,Jukun,Territories
wadigali,5303,Wadigali,Territories
yinggarda,5302,Yinggarda,Territories
cree,5301,Cree,Territories
nana,5300,Nana,Territories
jaminjung,5299,Jaminjung,Territories
worimi,5298,Worimi,Territories
andegerebenha,5297,Andegerebenha,Territories
malpa,5296,Malpa,Territories
twana-skokomish,5295,Twana/Skokomish,Territories
champagne-aishihik,5294,Champagne & Aishihik,Territories
chiapaneco,5293,Chiapaneco,Territories
nyul-nyul,5292,Nyul Nyul,Territories
mojave,5291,Pipa Aha Macav (Mojave),Territories
nyangumarda,5290,Nyangumarda,Territories
gunwinggu,5289,Gunwinggu,Territories
klahoose,5288,ƛohos giǰi (Klahoose),Territories
luritja,5287,Luritja,Territories
obispeno,5286,Obispeño,Territories
tanacross,5285,Tanacross,Territories
coquille-umpqua-chetco-tolowa-tututni,5284,Tolowa Dee-ni’,Territories
ute,5282,Núu-agha-tʉvʉ-pʉ̱ (Ute),Territories
wailaki,5281,Wailaki,Territories
x%ca%b7m%c9%99%ce%b8k%ca%b7%c9%99y%cc%93%c9%99m,5280,šxʷməθkʷəy̓əmaɁɬ təməxʷ (Musqueam),Territories
ramaytush,5279,Ramaytush,Territories
mingin,5278,Mingin,Territories
metis,5277,Michif Piyii (Métis),Territories
ngarti,5276,Ngarti,Territories
hoh,5275,ChalAt’i’lo t’sikAti (Chalat’),Territories
mpalitjanh,5274,Mpalitjanh,Territories
canarsie,5273,Canarsie,Territories
yokuts,5272,Yokuts,Territories
kalaamaya,5271,Kalaamaya,Territories
makah,5269,Qʷidiččaʔa•tx̌ (Makah),Territories
ngargad,5268,Ngargad,Territories
kanaka-maoli,5267,Kānaka Maoli,Territories
kuku-yalanji,5266,Kuku-yalanji,Territories
