StationID,WaterbodyName,Type,Latitude,Longitude,AU_ID
SWLAZZZ9213B,Horsethief Lake,Chemistry,43.8935,-103.4816,SD-CH-L-HORSETHIEF_01
SWLAZZZ9213C,Horsethief Lake,Chemistry,43.8942,-103.4803,SD-CH-L-HORSETHIEF_01
GFPZZZ9217,null,Chemistry,43.9362,-103.5691,null
GFPZZZ9220,null,Chemistry,43.9395,-103.537,null
GFPZZZ9223,Pactola Reservoir,Chemistry,44.076,-103.4957,SD-CH-L-PACTOLA_01
GFPZZZ9223A,Pactola Reservoir,Chemistry,44.0769,-103.5094,SD-CH-L-PACTOLA_01
GFPZZZ9223B,Pactola Reservoir,Chemistry,44.076,-103.4957,SD-CH-L-PACTOLA_01
GFPZZZ9223C,Pactola Reservoir,Chemistry,44.069,-103.4902,SD-CH-L-PACTOLA_01
GFPZZZ9223C3,Pactola Reservoir,Chemistry,44.069,-103.4902,SD-CH-L-PACTOLA_01
SWLAZZZ9223,Pactola Reservoir,Chemistry,44.076,-103.4957,SD-CH-L-PACTOLA_01
SWLAZZZ9223B,Pactola Reservoir,Chemistry,44.076,-103.4957,SD-CH-L-PACTOLA_01
GFPZZZ9233,Sheridan Lake,Chemistry,43.9723,-103.4643,SD-CH-L-SHERIDAN_01
SWLAZZZ9233,Sheridan Lake,Chemistry,43.9723,-103.4643,SD-CH-L-SHERIDAN_01
SWLAZZZ9233A,Sheridan Lake,Chemistry,43.9735,-103.4748,SD-CH-L-SHERIDAN_01
SWLAZZZ9233B,Sheridan Lake,Chemistry,43.9723,-103.4643,SD-CH-L-SHERIDAN_01
SWLAZZZ9233C,Sheridan Lake,Chemistry,43.9748,-103.4516,SD-CH-L-SHERIDAN_01
GFPZZZ9243,New Wall Lake,Chemistry,43.9793,-102.2773,SD-CH-L-NEW_WALL_01
SWLAZZZ9243,New Wall Lake,Chemistry,43.9793,-102.2773,SD-CH-L-NEW_WALL_01
SWLAZZZ9243A,New Wall Lake,Chemistry,43.9815,-102.2802,SD-CH-L-NEW_WALL_01
SWLAZZZ9243B,New Wall Lake,Chemistry,43.9793,-102.2773,SD-CH-L-NEW_WALL_01
SWLAZZZ9243C,New Wall Lake,Chemistry,43.9777,-102.2741,SD-CH-L-NEW_WALL_01
GFPZZZ9244,null,Chemistry,43.9855,-102.2564,null
SWLAZZZ9223A,Pactola Reservoir,Chemistry,44.0769,-103.5094,SD-CH-L-PACTOLA_01
SWLAZZZ9223C,Pactola Reservoir,Chemistry,44.069,-103.4902,SD-CH-L-PACTOLA_01
SWLAZZZ5303,Coal Springs Reservoir,Chemistry,45.4182,-102.0967,SD-MU-L-COAL_SPRINGS_01
SWLAZZZ5303A,Coal Springs Reservoir,Chemistry,45.4219,-102.0977,SD-MU-L-COAL_SPRINGS_01
SWLAZZZ5303B,Coal Springs Reservoir,Chemistry,45.4182,-102.0967,SD-MU-L-COAL_SPRINGS_01
SWLAZZZ5303C,Coal Springs Reservoir,Chemistry,45.417,-102.0916,SD-MU-L-COAL_SPRINGS_01
SWLAZZZ5305,Flat Creek Dam,Chemistry,45.7767,-102.1742,SD-GR-L-FLAT_CREEK_01
SWLAZZZ5305A,Flat Creek Dam,Chemistry,45.7772,-102.1805,SD-GR-L-FLAT_CREEK_01
SWLAZZZ5305B,Flat Creek Dam,Chemistry,45.7767,-102.1742,SD-GR-L-FLAT_CREEK_01
SWLAZZZ5305C,Flat Creek Dam,Chemistry,45.7779,-102.1686,SD-GR-L-FLAT_CREEK_01
GFPZZZ5315,Shadehill Reservoir,Chemistry,45.7499,-102.2055,SD-GR-L-SHADEHILL_01
SWLAZZZ5315,Shadehill Reservoir,Chemistry,45.7499,-102.2055,SD-GR-L-SHADEHILL_01
SWLAZZZ5315A,Shadehill Reservoir,Chemistry,45.721,-102.2683,SD-GR-L-SHADEHILL_01
SWLAZZZ5315B,Shadehill Reservoir,Chemistry,45.7499,-102.2055,SD-GR-L-SHADEHILL_01
SWLAZZZ5315C,Shadehill Reservoir,Chemistry,45.7636,-102.2534,SD-GR-L-SHADEHILL_01
GFPZZZ5316,null,Chemistry,45.4418,-102.8969,null
BDENEMYBDL06,null,Chemistry,45.3494,-97.2063,null
BDENEMYBDL07,null,Chemistry,45.3239,-97.1959,null
BDENEMYBDL08,null,Chemistry,45.3585,-97.1858,null
BDENEMYBDL09,null,Chemistry,45.3814,-97.1446,null
BDENEMYBDL10,null,Chemistry,45.3501,-97.1446,null
BIGSTONWS01,null,Chemistry,45.7614,-97.0996,null
BIGSTONWS01A,null,Chemistry,45.7614,-97.0997,null
BIGSTONWS02,Little Minnesota River,Chemistry,45.699,-97.0199,SD-MN-R-LITTLE_MINNESOTA_01
BIGSTONWS03,null,Chemistry,45.6599,-96.9732,null
BIGSTONWS04,Little Minnesota River,Chemistry,45.6597,-96.9525,SD-MN-R-LITTLE_MINNESOTA_01
SWLAZZZ5502,Big Stone Lake,Chemistry,45.4095,-96.675,SD-MN-L-BIG_STONE_01
SWLAZZZ5502A,Big Stone Lake,Chemistry,45.4773,-96.7433,SD-MN-L-BIG_STONE_01
SWLAZZZ5502B,Big Stone Lake,Chemistry,45.4095,-96.675,SD-MN-L-BIG_STONE_01
SWLAZZZ5502C,Big Stone Lake,Chemistry,45.3863,-96.563,SD-MN-L-BIG_STONE_01
SWLAZZZ5506,Lake Drywood North,Chemistry,45.6035,-97.1666,SD-MN-L-DRYWOOD_NORTH_01
SWLAZZZ5506A,Lake Drywood North,Chemistry,45.6066,-97.175,SD-MN-L-DRYWOOD_NORTH_01
SWLAZZZ5506B,Lake Drywood North,Chemistry,45.6035,-97.1666,SD-MN-L-DRYWOOD_NORTH_01
SWLAZZZ5506C,Lake Drywood North,Chemistry,45.6053,-97.1603,SD-MN-L-DRYWOOD_NORTH_01
SWLAZZZ5518,null,Chemistry,45.5216,-97.17,null
SWLAZZZ5518A,null,Chemistry,45.5202,-97.1721,null
SWLAZZZ5518B,null,Chemistry,45.5216,-97.17,null
SWLAZZZ5518C,null,Chemistry,45.523,-97.1678,null
SWLAZZZ5521,Lake Traverse,Chemistry,45.6912,-96.7553,SD-RD-L-TRAVERSE_01
SWLAZZZ5521A,Lake Traverse,Chemistry,45.6563,-96.8228,SD-RD-L-TRAVERSE_01
SWLAZZZ5521B,Lake Traverse,Chemistry,45.6912,-96.7553,SD-RD-L-TRAVERSE_01
SWLAZZZ5521C,Lake Traverse,Chemistry,45.7245,-96.6941,SD-RD-L-TRAVERSE_01
SWLAZZZ5606,Twin Lakes,Chemistry,43.9586,-98.3317,SD-JA-L-TWIN_01
SWLAZZZ5606B,Twin Lakes,Chemistry,43.9586,-98.3317,SD-JA-L-TWIN_01
SWLAZZZ5606C,Twin Lakes,Chemistry,43.9642,-98.3257,SD-JA-L-TWIN_01
SWLAZZZ5701,Bierman Dam,Chemistry,45.2108,-98.6542,SD-JA-L-BIERMAN_01
SWLAZZZ5701A,Bierman Dam,Chemistry,45.2093,-98.6555,SD-JA-L-BIERMAN_01
SWLAZZZ5701B,Bierman Dam,Chemistry,45.2108,-98.6542,SD-JA-L-BIERMAN_01
SWLAZZZ5701C,Bierman Dam,Chemistry,45.2117,-98.655,SD-JA-L-BIERMAN_01
LOUCOTTCL01,Cottonwood Lake,Chemistry,44.7838,-98.6841,SD-JA-L-COTTONWOOD_01
LOUCOTTCL02,Cottonwood Lake,Chemistry,44.7903,-98.6706,SD-JA-L-COTTONWOOD_01
LOUCOTTCL03,Cottonwood Lake,Chemistry,44.798,-98.6628,SD-JA-L-COTTONWOOD_01
LOUCOTTMC06,null,Chemistry,44.7644,-98.7039,null
LOUCOTTMC07,null,Chemistry,44.8061,-98.6698,null
SWLAZZZ5702,Cottonwood Lake,Chemistry,44.7903,-98.6706,SD-JA-L-COTTONWOOD_01
SWLAZZZ5702A,Cottonwood Lake,Chemistry,44.7838,-98.6841,SD-JA-L-COTTONWOOD_01
SWLAZZZ5702B,Cottonwood Lake,Chemistry,44.7903,-98.6706,SD-JA-L-COTTONWOOD_01
SWLAZZZ5702C,Cottonwood Lake,Chemistry,44.798,-98.6628,SD-JA-L-COTTONWOOD_01
REDFIELLR01,Turtle Creek,Chemistry,44.865,-98.5778,SD-JA-R-TURTLE_01
REDFIELLR02,null,Chemistry,44.8721,-98.5359,null
REDFIELLR03,null,Chemistry,44.8866,-98.5521,null
REDFIELLR04,Turtle Creek,Chemistry,44.8778,-98.5292,SD-JA-R-TURTLE_01
REDFIELLR05,Lake Redfield,Chemistry,44.8741,-98.5289,SD-JA-L-REDFIELD_01
REDFIELLR06,Lake Redfield,Chemistry,44.879,-98.5499,SD-JA-L-REDFIELD_01
SWLAZZZ5706,Lake Redfield,Chemistry,44.8753,-98.5336,SD-JA-L-REDFIELD_01
SWLAZZZ5706A,Lake Redfield,Chemistry,44.8786,-98.5399,SD-JA-L-REDFIELD_01
SWLAZZZ5706B,Lake Redfield,Chemistry,44.8753,-98.5336,SD-JA-L-REDFIELD_01
SWLAZZZ5706C,Lake Redfield,Chemistry,44.8761,-98.5288,SD-JA-L-REDFIELD_01
GFPZZZ5707,null,Chemistry,44.8808,-98.2203,null
SWLAZZZ5802,Hayes Lake,Chemistry,44.3627,-101.0117,SD-BA-L-HAYES_01
SWLAZZZ5802A,Hayes Lake,Chemistry,44.3646,-101.0135,SD-BA-L-HAYES_01
SWLAZZZ5802B,Hayes Lake,Chemistry,44.3627,-101.0117,SD-BA-L-HAYES_01
SWLAZZZ5802C,Hayes Lake,Chemistry,44.3614,-101.0086,SD-BA-L-HAYES_01
SWLAZZZ5901,Cottonwood Lake,Chemistry,44.8359,-99.9058,SD-MI-L-COTTONWOOD_01
SWLAZZZ5901A,Cottonwood Lake,Chemistry,44.8304,-99.914,SD-MI-L-COTTONWOOD_01
SWLAZZZ5901B,Cottonwood Lake,Chemistry,44.8359,-99.9058,SD-MI-L-COTTONWOOD_01
SWLAZZZ5901C,Cottonwood Lake,Chemistry,44.8395,-99.8977,SD-MI-L-COTTONWOOD_01
SWLAZZZ5908,Sully Lake,Chemistry,44.7153,-100.1893,SD-MI-L-SULLY_01
SWLAZZZ5908A,Sully Lake,Chemistry,44.7098,-100.1941,SD-MI-L-SULLY_01
SWLAZZZ5908B,Sully Lake,Chemistry,44.7153,-100.1893,SD-MI-L-SULLY_01
SWLAZZZ5908C,Sully Lake,Chemistry,44.7203,-100.1863,SD-MI-L-SULLY_01
SWLAZZZ6008,Rahn Lake,Chemistry,43.1054,-99.8347,SD-NI-L-RAHN_01
SWLAZZZ6008A,Rahn Lake,Chemistry,43.1038,-99.8351,SD-NI-L-RAHN_01
SWLAZZZ6008B,Rahn Lake,Chemistry,43.1054,-99.8347,SD-NI-L-RAHN_01
SWLAZZZ6008C,Rahn Lake,Chemistry,43.1069,-99.8342,SD-NI-L-RAHN_01
SWLAZZZ6009,Roosevelt Lake,Chemistry,43.2022,-99.6169,SD-MI-L-ROOSEVELT_01
SWLAZZZ6009A,Roosevelt Lake,Chemistry,43.2008,-99.6208,SD-MI-L-ROOSEVELT_01
SWLAZZZ6009C,Roosevelt Lake,Chemistry,43.2046,-99.6163,SD-MI-L-ROOSEVELT_01
SWLAZZZ6009B,Roosevelt Lake,Chemistry,43.2022,-99.6169,SD-MI-L-ROOSEVELT_01
SWLAZZZ6011,null,Chemistry,43.554,-99.6891,null
SWLAZZZ6011A,null,Chemistry,43.5521,-99.6914,null
SWLAZZZ6011B,null,Chemistry,43.554,-99.6891,null
SWLAZZZ6011C,null,Chemistry,43.5551,-99.686,null
SWLAZZZ6012,Sully Dam,Chemistry,43.3784,-99.5909,SD-MI-L-SULLY_DAM_01
SWLAZZZ6012A,Sully Dam,Chemistry,43.3783,-99.5946,SD-MI-L-SULLY_DAM_01
SWLAZZZ6012B,Sully Dam,Chemistry,43.3784,-99.5909,SD-MI-L-SULLY_DAM_01
SWLAZZZ6012C,Sully Dam,Chemistry,43.3792,-99.5866,SD-MI-L-SULLY_DAM_01
SWLAZZZ6103,Swan Lake,Chemistry,43.2208,-97.1014,SD-VM-L-SWAN_01
SWLAZZZ6103A,Swan Lake,Chemistry,43.2207,-97.1076,SD-VM-L-SWAN_01
SWLAZZZ6103B,Swan Lake,Chemistry,43.2208,-97.1014,SD-VM-L-SWAN_01
SWLAZZZ6103C,Swan Lake,Chemistry,43.223,-97.098,SD-VM-L-SWAN_01
SWAN61ZSL00,null,Chemistry,43.3014,-97.3784,null
SWAN61ZSL01,null,Chemistry,43.2849,-97.3189,null
SWAN61ZSL02,null,Chemistry,43.2588,-97.24,null
SWAN61ZSL03,null,Chemistry,43.2335,-97.1039,SD-VM-R-TURKEY_RIDGE_01
SWAN61ZSL04,null,Chemistry,43.2249,-97.0952,null
SWAN61ZSL05,null,Chemistry,43.2202,-97.0927,null
SWAN61ZSL06,Swan Lake,Chemistry,43.2208,-97.0958,SD-VM-L-SWAN_01
SWAN61ZSL07,Swan Lake,Chemistry,43.2208,-97.1014,SD-VM-L-SWAN_01
SWAN61ZSL08,Swan Lake,Chemistry,43.2183,-97.1101,SD-VM-L-SWAN_01
SWLAZZZ6301,Lake Hiddenwood,Chemistry,45.5477,-99.9828,SD-MI-L-HIDDENWOOD_01
SWLAZZZ6301A,Lake Hiddenwood,Chemistry,45.5472,-99.9848,SD-MI-L-HIDDENWOOD_01
SWLAZZZ6301B,Lake Hiddenwood,Chemistry,45.5477,-99.9828,SD-MI-L-HIDDENWOOD_01
SWLAZZZ6301C,Lake Hiddenwood,Chemistry,45.548,-99.9809,SD-MI-L-HIDDENWOOD_01
SWLAZZZ6304A,Swan Lake,Chemistry,45.3026,-99.8813,SD-MI-L-SWAN_01
SWLAZZZ6304B,Swan Lake,Chemistry,45.2927,-99.8636,SD-MI-L-SWAN_01
SWLAZZZ6304C,Swan Lake,Chemistry,45.2873,-99.8378,SD-MI-L-SWAN_01
BYRONZZLB02,null,Chemistry,44.5752,-98.1554,null
BYRONZZLB03,null,Chemistry,44.5747,-98.1237,null
BYRONZZLB04,Lake Byron,Chemistry,44.568,-98.0989,SD-JA-L-BYRON_01
BYRONZZLB05,Lake Byron,Chemistry,44.5678,-98.1333,SD-JA-L-BYRON_01
BYRONZZLB06,Lake Byron,Chemistry,44.5669,-98.1494,SD-JA-L-BYRON_01
BYRONZZLB10,null,Chemistry,44.5617,-98.1262,null
BYRONZZLB12,null,Chemistry,44.5612,-98.126,null
BYRONZZLB20,null,Chemistry,44.5611,-98.2012,null
BYRONZZLB21,null,Chemistry,44.5568,-98.1346,null
BYRONZZLB22,null,Chemistry,44.5452,-98.1436,null
BYRONZZLB30,null,Chemistry,44.5887,-98.1651,null
BYRONZZLB40,null,Chemistry,44.6323,-98.1802,null
SWLAZZZ9403,Lake Byron,Chemistry,44.5669,-98.1403,SD-JA-L-BYRON_01
SWLAZZZ9403A,Lake Byron,Chemistry,44.5699,-98.1517,SD-JA-L-BYRON_01
SWLAZZZ9403B,Lake Byron,Chemistry,44.5669,-98.1403,SD-JA-L-BYRON_01
SWLAZZZ9403C,Lake Byron,Chemistry,44.5655,-98.128,SD-JA-L-BYRON_01
SWLAZZZ9404,Lake Cavour,Chemistry,44.4063,-98.056,SD-JA-L-CAVOUR_01
SWLAZZZ9404A,Lake Cavour,Chemistry,44.3994,-98.0676,SD-JA-L-CAVOUR_01
SWLAZZZ9404B,Lake Cavour,Chemistry,44.4063,-98.056,SD-JA-L-CAVOUR_01
SWLAZZZ9404C,Lake Cavour,Chemistry,44.4089,-98.043,SD-JA-L-CAVOUR_01
RAVINEZRL01,null,Chemistry,44.3672,-98.2014,null
RAVINEZRL02,null,Chemistry,44.385,-98.1999,null
RAVINEZRL03,null,Chemistry,44.397,-98.214,null
RAVINEZRL04,null,Chemistry,44.3996,-98.2148,null
RAVINEZRL05,null,Chemistry,44.3995,-98.2073,null
RAVINEZRL06,Ravine Lake,Chemistry,44.3801,-98.2057,SD-JA-L-RAVINE_01
RAVINEZRL06B,Ravine Lake,Chemistry,44.3754,-98.2046,SD-JA-L-RAVINE_01
RAVINEZRL07,Ravine Lake,Chemistry,44.371,-98.2037,SD-JA-L-RAVINE_01
RAVINEZRL08K,Ravine Lake,Chemistry,44.3754,-98.2046,SD-JA-L-RAVINE_01
RAVINEZRL10,Ravine Lake,Chemistry,44.3754,-98.2046,SD-JA-L-RAVINE_01
SWLAZZZ9406,Ravine Lake,Chemistry,44.3754,-98.2046,SD-JA-L-RAVINE_01
SWLAZZZ9406A,Ravine Lake,Chemistry,44.3801,-98.2057,SD-JA-L-RAVINE_01
SWLAZZZ9406B,Ravine Lake,Chemistry,44.3754,-98.2046,SD-JA-L-RAVINE_01
SWLAZZZ9406C,Ravine Lake,Chemistry,44.371,-98.2037,SD-JA-L-RAVINE_01
KAMPESK03,null,Chemistry,44.95088,-97.173409,null
KAMPESK04,null,Chemistry,44.9444,-97.1752,null
KAMPESK05,null,Chemistry,44.9618,-97.1156,null
KAMPESK06,Big Sioux River,Chemistry,45.0061,-97.1647,SD-BS-R-BIG_SIOUX_01
KAMPESK07,Big Sioux River,Chemistry,45.1808,-97.1863,SD-BS-R-BIG_SIOUX_01
KAMPESK10,Lake Kampeska,Chemistry,44.9237,-97.2131,SD-BS-L-KAMPESKA_01
KAMPESK11,Lake Kampeska,Chemistry,44.936,-97.1962,SD-BS-L-KAMPESKA_01
SWLAZZZ9508,Lake Kampeska,Chemistry,44.9237,-97.2131,SD-BS-L-KAMPESKA_01
SWLAZZZ9508B,Lake Kampeska,Chemistry,44.9237,-97.2131,SD-BS-L-KAMPESKA_01
SWLAZZZ9508C,Lake Kampeska,Chemistry,44.936,-97.1962,SD-BS-L-KAMPESKA_01
PELICANPL02,null,Chemistry,44.8619,-97.1661,null
PELICANPL03,null,Chemistry,44.8735,-97.1271,null
PELICANPL04,null,Chemistry,44.882,-97.1326,null
PELICANPL05,null,Chemistry,44.882,-97.1326,null
PELICANPL06,Pelican Lake,Chemistry,44.8738,-97.1653,SD-BS-L-PELICAN_01
PELICANPL07,Pelican Lake,Chemistry,44.864,-97.1947,SD-BS-L-PELICAN_01
SWLAZZZ9517,Pelican Lake,Chemistry,44.8698,-97.1773,SD-BS-L-PELICAN_01
SWLAZZZ9517A,Pelican Lake,Chemistry,44.8627,-97.2017,SD-BS-L-PELICAN_01
SWLAZZZ9517B,Pelican Lake,Chemistry,44.8698,-97.1773,SD-BS-L-PELICAN_01
SWLAZZZ9517C,Pelican Lake,Chemistry,44.8769,-97.1531,SD-BS-L-PELICAN_01
PUNISHEPWL01,null,Chemistry,45.1135,-96.9197,null
PUNISHEPWL02,null,Chemistry,45.1174,-96.9218,null
PUNISHEPWL03,null,Chemistry,45.1089,-96.9585,null
PUNISHEPWL04,Punished Woman Lake,Chemistry,45.1127,-96.9429,SD-MN-L-PUNISHED_WOMAN_01
PUNISHEPWL05,Punished Woman Lake,Chemistry,45.1119,-96.9282,SD-MN-L-PUNISHED_WOMAN_01
SWLAZZZ9518,Punished Woman Lake,Chemistry,45.1123,-96.9362,SD-MN-L-PUNISHED_WOMAN_01
SWLAZZZ9518A,Punished Woman Lake,Chemistry,45.1128,-96.948,SD-MN-L-PUNISHED_WOMAN_01
SWLAZZZ9518B,Punished Woman Lake,Chemistry,45.1123,-96.9362,SD-MN-L-PUNISHED_WOMAN_01
SWLAZZZ9518C,Punished Woman Lake,Chemistry,45.1119,-96.9282,SD-MN-L-PUNISHED_WOMAN_01
STATEZZBC01,null,Chemistry,42.981,-97.6123,null
STATEZZBC02,null,Chemistry,43.0197,-97.4576,null
STATEZZBC05,null,Chemistry,42.9821,-97.4175,null
STATEZZBC06,null,Chemistry,42.9683,-97.3979,null
STATEZZSL03,Beaver Lake,Chemistry,43.0176,-97.4479,SD-JA-L-BEAVER_01
STATEZZSL04,Beaver Lake,Chemistry,43.0113,-97.4458,SD-JA-L-BEAVER_01
SWLAZZZ9701,Beaver Lake,Chemistry,43.0143,-97.4475,SD-JA-L-BEAVER_01
SWLAZZZ9701A,Beaver Lake,Chemistry,43.0184,-97.4481,SD-JA-L-BEAVER_01
SWLAZZZ9701B,Beaver Lake,Chemistry,43.0143,-97.4475,SD-JA-L-BEAVER_01
SWLAZZZ9701C,Beaver Lake,Chemistry,43.0106,-97.4453,SD-JA-L-BEAVER_01
SWLAZZZ9702,Marindahl Lake,Chemistry,43.0458,-97.2589,SD-VM-L-MARINDAHL_01
SWLAZZZ9702A,Marindahl Lake,Chemistry,43.0512,-97.2635,SD-VM-L-MARINDAHL_01
SWLAZZZ9702B,Marindahl Lake,Chemistry,43.0458,-97.2589,SD-VM-L-MARINDAHL_01
SWLAZZZ9702C,Marindahl Lake,Chemistry,43.0377,-97.2569,SD-VM-L-MARINDAHL_01
GFPZZZ9704,Lake Yankton,Chemistry,42.8586,-97.4784,SD-MI-L-YANKTON_01
SWLAZZZ9704,Lake Yankton,Chemistry,42.8586,-97.4784,SD-MI-L-YANKTON_01
SWLAZZZ9704A,Lake Yankton,Chemistry,42.8653,-97.4773,SD-MI-L-YANKTON_01
SWLAZZZ9704B,Lake Yankton,Chemistry,42.8586,-97.4784,SD-MI-L-YANKTON_01
SWLAZZZ9704C,Lake Yankton,Chemistry,42.8543,-97.4676,SD-MI-L-YANKTON_01
MITCH98LM01A,Lake Mitchell,Chemistry,43.7556,-98.0485,SD-JA-L-MITCHELL_01
MITCH98LM01B,Lake Mitchell,Chemistry,43.7556,-98.0485,SD-JA-L-MITCHELL_01
MITCH98LM02A,Lake Mitchell,Chemistry,43.7556,-98.0485,SD-JA-L-MITCHELL_01
MITCH98LM02B,Lake Mitchell,Chemistry,43.7556,-98.0485,SD-JA-L-MITCHELL_01
MITCH98LM03A,Lake Mitchell,Chemistry,43.7556,-98.0485,SD-JA-L-MITCHELL_01
MITCH98LM03B,Lake Mitchell,Chemistry,43.7556,-98.0485,SD-JA-L-MITCHELL_01
MITCH98LM04,Lake Mitchell,Chemistry,43.7556,-98.0485,SD-JA-L-MITCHELL_01
MITCH98LM1,Firesteel Creek,Chemistry,43.7637,-98.0862,SD-JA-R-FIRESTEEL_01
MITCH98LM12A,Lake Mitchell,Chemistry,43.7573,-98.0523,SD-JA-L-MITCHELL_01
MITCH98LM13A,Lake Mitchell,Chemistry,43.7417,-98.029,SD-JA-L-MITCHELL_01
MITCH98LM14,null,Chemistry,44.1486,-98.4918,null
MITCH98LM15,null,Chemistry,44.0673,-98.4798,null
MITCH98LM16,null,Chemistry,43.9803,-98.4599,null
MITCH98LM2,null,Chemistry,43.7456,-98.0679,null
MITCH98LM3,null,Chemistry,43.7899,-98.1806,null
MITCH98LM4,Firesteel Creek,Chemistry,43.7765,-98.2456,SD-JA-R-FIRESTEEL_01
MITCH98LM5,null,Chemistry,43.8108,-98.3253,null
MITCH98LM6,null,Chemistry,43.7893,-98.3256,null
MITCH98LM7,null,Chemistry,43.9164,-98.4317,null
MITCH98LM7A,null,Chemistry,43.8614,-98.572,null
MITCH98LM8,null,Chemistry,43.74,-98.0267,
SWLAZZZ9801,Lake Mitchell,Chemistry,43.7521,-98.0417,SD-JA-L-MITCHELL_01
SWLAZZZ9801A,Lake Mitchell,Chemistry,43.7598,-98.0557,SD-JA-L-MITCHELL_01
SWLAZZZ9801B,Lake Mitchell,Chemistry,43.7521,-98.0417,SD-JA-L-MITCHELL_01
SWLAZZZ9801C,Lake Mitchell,Chemistry,43.7418,-98.029,SD-JA-L-MITCHELL_01
MCCOOKZML01,McCook Lake,Chemistry,42.5469,-96.5207,SD-MI-L-MCCOOK_01
MCCOOKZML02,McCook Lake,Chemistry,42.5445,-96.5092,SD-MI-L-MCCOOK_01
MCCOOKZML03,McCook Lake,Chemistry,42.5346,-96.5065,SD-MI-L-MCCOOK_01
SWLAZZZ6202,McCook Lake,Chemistry,42.5445,-96.5092,SD-MI-L-MCCOOK_01
SWLAZZZ6202A,McCook Lake,Chemistry,42.5469,-96.5207,SD-MI-L-MCCOOK_01
SWLAZZZ6202B,McCook Lake,Chemistry,42.5445,-96.5092,SD-MI-L-MCCOOK_01
SWLAZZZ6202C,McCook Lake,Chemistry,42.5346,-96.5065,SD-MI-L-MCCOOK_01
SWLAZZZ4904A,Curlew Lake,Chemistry,44.2464,-102.7613,SD-CH-L-CURLEW_01
SWLAZZZ4904B,Curlew Lake,Chemistry,44.2426,-102.7559,SD-CH-L-CURLEW_01
SWLAZZZ4904C,Curlew Lake,Chemistry,44.239,-102.7619,SD-CH-L-CURLEW_01
SWLAZZZ4904,Curlew Lake,Chemistry,44.2426,-102.7559,SD-CH-L-CURLEW_01
SWLAZZZ3006A,Fairfax Lake,Chemistry,43.0494,-98.8793,SD-MI-L-FAIRFAX_01
SWLAZZZ3006B,Fairfax Lake,Chemistry,43.0472,-98.8782,SD-MI-L-FAIRFAX_01
SWLAZZZ3006C,Fairfax Lake,Chemistry,43.0448,-98.8769,SD-MI-L-FAIRFAX_01
SWLAZZZ3006,Fairfax Lake,Chemistry,43.0472,-98.8782,SD-MI-L-FAIRFAX_01
SWLAZZZ1703,Dante Lake,Chemistry,43.0677,-98.1759,SD-MI-L-DANTE_01
SWLAZZZ2205,Bitter Lake,Chemistry,45.2804,-97.3063,SD-BS-L-BITTER_01
SWLAZZZ3702,"Menno, Lake",Chemistry,43.2635,-97.6097,SD-JA-L-MENNO_01
SWLAZZZ4806,Cattail Lake,Chemistry,45.6536,-97.4971,SD-JA-L-CATTAIL_01
SWLAZZZ4814,Four Mile Lake,Chemistry,45.7237,-97.4836,SD-JA-L-FOUR_MILE_01
SWLAZZZ9613,East Oakwood Lake,Chemistry,44.4382,-96.9697,SD-BS-L-E_OAKWOOD_01
SWLAZZZ9615,West Oakwood Lake,Chemistry,44.4377,-96.9969,SD-BS-L-W_OAKWOOD_01
SWLAZZZ6304,Swan Lake,Chemistry,45.2927,-99.8636,SD-MI-L-SWAN_01
POINSETLP10,Big Sioux River,Chemistry,44.645,-96.9908,SD-BS-R-BIG_SIOUX_04
CRESLOYCL01,Cresbard Lake,Chemistry,45.1745,-99.014,SD-JA-L-CRESBARD_01
CRESLOYCL02,Cresbard Lake,Chemistry,45.1726,-99.0036,SD-JA-L-CRESBARD_01
CRESLOYCLO01,null,Chemistry,45.1738,-99.002,null
CRESLOYCLT02,null,Chemistry,45.18,-99.0421,null
CRESLOYCLT03,null,Chemistry,45.1867,-99.1035,null
CRESLOYCLT04,null,Chemistry,45.1977,-99.206,null
CRESLOYLD01,Stafford Dam,Chemistry,45.2748,-99.2077,SD-JA-L-LOYALTON_01
CRESLOYLD02,Stafford Dam,Chemistry,45.2773,-99.2049,SD-JA-L-LOYALTON_01
CRESLOYLDO01,null,Chemistry,45.2736,-99.2075,null
CRESLOYLDT01,null,Chemistry,45.2751,-99.2121,null
FISHALIFL01,Fish Lake,Chemistry,44.6062,-96.4772,SD-MN-L-FISH_01
FISHALIFL02,Fish Lake,Chemistry,44.5965,-96.4734,SD-MN-L-FISH_01
FISHALIFLO01,null,Chemistry,44.611,-96.4708,null
FISHALIFLT02,null,Chemistry,44.5946,-96.5007,null
FISHALIFLT03,null,Chemistry,44.5872,-96.4734,null
FISHALIFLT04,null,Chemistry,44.616,-96.4807,null
FISHALILA01,Lake Alice,Chemistry,44.8825,-96.6418,SD-MN-L-ALICE_01
FISHALILA02,Lake Alice,Chemistry,44.8706,-96.6239,SD-MN-L-ALICE_01
FISHALILAT01,null,Chemistry,44.8725,-96.662,null
HANSONZLH01,Lake Hanson,Chemistry,43.625,-97.8045,SD-JA-L-HANSON_01
HANSONZLH02,Lake Hanson,Chemistry,43.6228,-97.7991,SD-JA-L-HANSON_01
HANSONZLHO,Pierre Creek,Chemistry,43.6257,-97.8047,SD-JA-R-PIERRE_01
