StationID,WaterbodyName,Type,Latitude,Longitude,AU_ID
BIGSTONBS06,Little Minnesota River,Chemistry,45.5863,-96.8307,SD-MN-R-LITTLE_MINNESOTA_01
BIGSTONBS07,null,Chemistry,45.5435,-96.7611,null
BIGSTONBS08,null,Chemistry,45.5018,-96.7349,null
BIGSTONBS09,null,Chemistry,45.4164,-96.6437,null
BIGSTONBS09Y,null,Chemistry,45.4431,-96.6538,null
BIGSTONBS09Z,null,Chemistry,45.4366,-96.6365,null
BIGSTONBS10,null,Chemistry,45.390381,-96.542408,null
BIGSTONBS11,null,Chemistry,45.3887,-96.5123,null
BIGSTONBS12A,null,Chemistry,45.2969,-96.4489,null
BIGSTONBS13,null,Chemistry,45.298,-96.4494,null
BIGSTONBS14,null,Chemistry,45.298,-96.4494,null
BIGSTONBS8A,null,Chemistry,45.51,-96.72,null
HENDRICHL01,Lake Hendricks,Chemistry,44.4984,-96.4396,SD-MN-L-HENDRICKS_01
HENDRICHT01,null,Chemistry,44.5048,-96.4342,null
HENDRICHT02,null,Chemistry,44.4856,-96.4444,null
SWLAZZZ9609C,Lake Hendricks,Chemistry,44.4984,-96.4396,SD-MN-L-HENDRICKS_01
ELMZZZZELT01,null,Chemistry,45.9818,-98.67,null
ELMZZZZELT03,null,Chemistry,45.9387,-98.7094,null
ELMZZZZELT03A,null,Chemistry,45.9531,-98.7216,null
ELMZZZZELT03B,null,Chemistry,45.9739,-98.7347,null
ELMZZZZELT03C,null,Chemistry,45.9966,-98.7218,null
GFPZZZ2701,Angostura Reservoir,Chemistry,43.3173,-103.4248,SD-CH-L-ANGOSTURA_01
SWLAZZZ2701,Angostura Reservoir,Chemistry,43.3173,-103.4248,SD-CH-L-ANGOSTURA_01
SWLAZZZ2701A,Angostura Reservoir,Chemistry,43.3384,-103.4387,SD-CH-L-ANGOSTURA_01
SWLAZZZ2701B,Angostura Reservoir,Chemistry,43.3173,-103.4248,SD-CH-L-ANGOSTURA_01
SWLAZZZ2701C,Angostura Reservoir,Chemistry,43.2986,-103.427,SD-CH-L-ANGOSTURA_01
GFPZZZ2705,Cold Brook Reservoir,Chemistry,43.4567,-103.4886,SD-CH-L-COLD_BROOK_01
SWLAZZZ2705,Cold Brook Reservoir,Chemistry,43.4567,-103.4886,SD-CH-L-COLD_BROOK_01
SWLAZZZ2705A,Cold Brook Reservoir,Chemistry,43.4588,-103.4895,SD-CH-L-COLD_BROOK_01
SWLAZZZ2705B,Cold Brook Reservoir,Chemistry,43.4567,-103.4886,SD-CH-L-COLD_BROOK_01
SWLAZZZ2705C,Cold Brook Reservoir,Chemistry,43.455,-103.4887,SD-CH-L-COLD_BROOK_01
GFPZZZ2706,Cottonwood Springs Lake,Chemistry,43.4408,-103.5687,SD-CH-L-COTTONWOOD_SPRINGS_01
SWLAZZZ2706,Cottonwood Springs Lake,Chemistry,43.4408,-103.5687,SD-CH-L-COTTONWOOD_SPRINGS_01
SWLAZZZ2706A,Cottonwood Springs Lake,Chemistry,43.4419,-103.5707,SD-CH-L-COTTONWOOD_SPRINGS_01
SWLAZZZ2706B,Cottonwood Springs Lake,Chemistry,43.4408,-103.5687,SD-CH-L-COTTONWOOD_SPRINGS_01
SWLAZZZ2706C,Cottonwood Springs Lake,Chemistry,43.4389,-103.5668,SD-CH-L-COTTONWOOD_SPRINGS_01
SWLAZZZ1015,Wilmarth Lake,Chemistry,43.8617,-98.579,SD-JA-L-WILMARTH_01
SWLAZZZ1015A,Wilmarth Lake,Chemistry,43.8584,-98.5857,SD-JA-L-WILMARTH_01
SWLAZZZ1015B,Wilmarth Lake,Chemistry,43.8617,-98.579,SD-JA-L-WILMARTH_01
SWLAZZZ1015C,Wilmarth Lake,Chemistry,43.8629,-98.5736,SD-JA-L-WILMARTH_01
MITCH98LM7B,null,Chemistry,43.8548,-98.6178,null
MITCH98LM7C,null,Chemistry,43.8647,-98.5773,null
BYRONZZLB01,null,Chemistry,44.5732,-98.1596,null
GFPZZZ1102,null,Chemistry,43.3334,-102.0367,null
GFPZZZ1122,null,Chemistry,43.2814,-101.4146,null
SWLAZZZ1205,Henry Reservoir,Chemistry,43.1452,-97.7032,SD-JA-L-HENRY_01
SWLAZZZ1205A,Henry Reservoir,Chemistry,43.1465,-97.7018,SD-JA-L-HENRY_01
SWLAZZZ1205B,Henry Reservoir,Chemistry,43.1452,-97.7032,SD-JA-L-HENRY_01
SWLAZZZ1205C,Henry Reservoir,Chemistry,43.1435,-97.7012,SD-JA-L-HENRY_01
CAMPB96CL01,Lake Campbell,Chemistry,44.2209,-96.84,SD-BS-L-CAMPBELL_01
CAMPB96CL02,Lake Campbell,Chemistry,44.2104,-96.8431,SD-BS-L-CAMPBELL_01
CAMPB96CL03,Lake Campbell,Chemistry,44.1983,-96.8575,SD-BS-L-CAMPBELL_01
CAMPB96CT01,null,Chemistry,44.2238,-96.8416,null
CAMPB96LC0?DRED,Lake Campbell,Chemistry,44.2077,-96.8467,SD-BS-L-CAMPBELL_01
CAMPB96LC03DRED,null,Chemistry,44.2238,-96.8416,null
CAMPB96LC04DRED,Lake Campbell,Chemistry,44.2135,-96.8406,SD-BS-L-CAMPBELL_01
CAMPB96LC05DRED,Lake Campbell,Chemistry,44.203,-96.8517,SD-BS-L-CAMPBELL_01
CAMPB96LC06DRED,Lake Campbell,Chemistry,44.2139,-96.8367,SD-BS-L-CAMPBELL_01
CAMPB96LC07DRED,Lake Campbell,Chemistry,44.2077,-96.8467,SD-BS-L-CAMPBELL_01
CAMPB96LC08DRED,Lake Campbell,Chemistry,44.2077,-96.8467,SD-BS-L-CAMPBELL_01
SWLAZZZ9606,Lake Campbell,Chemistry,44.2077,-96.8467,SD-BS-L-CAMPBELL_01
SWLAZZZ9606A,Lake Campbell,Chemistry,44.2003,-96.8548,SD-BS-L-CAMPBELL_01
SWLAZZZ9606B,Lake Campbell,Chemistry,44.2077,-96.8467,SD-BS-L-CAMPBELL_01
SWLAZZZ9606C,Lake Campbell,Chemistry,44.2182,-96.8391,SD-BS-L-CAMPBELL_01
HENDRICHL02,Lake Hendricks,Chemistry,44.4957,-96.4582,SD-MN-L-HENDRICKS_01
HENDRICHL03,Lake Hendricks,Chemistry,44.4832,-96.4724,SD-MN-L-HENDRICKS_01
HENDRICHT03,null,Chemistry,44.4704,-96.5006,null
HENDRICHT04,null,Chemistry,44.4861,-96.5045,null
SWLAZZZ9609,Lake Hendricks,Chemistry,44.4957,-96.4582,SD-MN-L-HENDRICKS_01
SWLAZZZ9609A,Lake Hendricks,Chemistry,44.4832,-96.4724,SD-MN-L-HENDRICKS_01
SWLAZZZ9609B,Lake Hendricks,Chemistry,44.4957,-96.4582,SD-MN-L-HENDRICKS_01
SWLAZZZ9613A,East Oakwood Lake,Chemistry,44.4463,-96.9681,SD-BS-L-E_OAKWOOD_01
SWLAZZZ9613B,East Oakwood Lake,Chemistry,44.4382,-96.9697,SD-BS-L-E_OAKWOOD_01
SWLAZZZ9613C,East Oakwood Lake,Chemistry,44.4308,-96.9651,SD-BS-L-E_OAKWOOD_01
SWLAZZZ9615A,West Oakwood Lake,Chemistry,44.4457,-96.9917,SD-BS-L-W_OAKWOOD_01
SWLAZZZ9615B,West Oakwood Lake,Chemistry,44.4377,-96.9969,SD-BS-L-W_OAKWOOD_01
SWLAZZZ9615C,West Oakwood Lake,Chemistry,44.4332,-96.9902,SD-BS-L-W_OAKWOOD_01
GFPZZZ9619,Lake Sinai,Chemistry,44.267,-97.0704,SD-BS-L-SINAI_01
SWLAZZZ9619,Lake Sinai,Chemistry,44.267,-97.0704,SD-BS-L-SINAI_01
SWLAZZZ9619A,Lake Sinai,Chemistry,44.2641,-97.0783,SD-BS-L-SINAI_01
SWLAZZZ9619B,Lake Sinai,Chemistry,44.267,-97.0704,SD-BS-L-SINAI_01
SWLAZZZ9619C,Lake Sinai,Chemistry,44.271,-97.0628,SD-BS-L-SINAI_01
ELMZZZZEL01,Elm Lake,Chemistry,45.8963,-98.6858,SD-JA-L-ELM_01
ELMZZZZEL01&02,Elm Lake,Chemistry,45.8849,-98.6784,SD-JA-L-ELM_01
ELMZZZZEL02,Elm Lake,Chemistry,45.882,-98.6919,SD-JA-L-ELM_01
ELMZZZZEL03,Elm Lake,Chemistry,45.8541,-98.7083,SD-JA-L-ELM_01
ELMZZZZEL05B,Elm Lake,Chemistry,45.8571,-98.7056,SD-JA-L-ELM_01
ELMZZZZEL05D,Elm Lake,Chemistry,45.8571,-98.7056,SD-JA-L-ELM_01
ELMZZZZELT02,null,Chemistry,45.9385,-98.6967,null
ELMZZZZELT04,null,Chemistry,45.9283,-98.7242,null
ELMZZZZELT05,null,Chemistry,45.9045,-98.7242,null
ELMZZZZELT08,Elm River,Chemistry,45.8521,-98.7064,SD-JA-R-ELM_01
ELMZZZZELT09,null,Chemistry,45.8571,-98.7056,null
ELMZZZZELT10,null,Chemistry,45.8571,-98.7056,null
ELMZZZZELT11,null,Chemistry,45.8571,-98.7056,null
SWLAZZZ9301,Elm Lake,Chemistry,45.8571,-98.7056,SD-JA-L-ELM_01
SWLAZZZ9301B,Elm Lake,Chemistry,45.8571,-98.7056,SD-JA-L-ELM_01
SWLAZZZ9301C,Elm Lake,Chemistry,45.882,-98.6919,SD-JA-L-ELM_01
RICHMON01,Foot Creek,Chemistry,45.5353,-98.5907,SD-JA-R-FOOT_01_USGS
RICHMON02,null,Chemistry,45.6196,-98.5828,null
RICHMON04,null,Chemistry,45.5557,-98.66,null
RICHMON05,null,Chemistry,45.5365,-98.6601,null
RICHMON07,Richmond Lake,Chemistry,45.562,-98.6096,SD-JA-L-RICHMOND_01
RICHMON08,Richmond Lake,Chemistry,45.541,-98.6405,SD-JA-L-RICHMOND_01
SWLAZZZ9309,Richmond Lake,Chemistry,45.5481,-98.6204,SD-JA-L-RICHMOND_01
SWLAZZZ9309A,Richmond Lake,Chemistry,45.5366,-98.6311,SD-JA-L-RICHMOND_01
SWLAZZZ9309B,Richmond Lake,Chemistry,45.5481,-98.6204,SD-JA-L-RICHMOND_01
SWLAZZZ9309C,Richmond Lake,Chemistry,45.5341,-98.6001,SD-JA-L-RICHMOND_01
SWLAZZZ1501,Newell Lake,Chemistry,44.8403,-103.3912,SD-BF-L-NEWELL_01
SWLAZZZ1501A,Newell Lake,Chemistry,44.842,-103.3975,SD-BF-L-NEWELL_01
SWLAZZZ1501B,Newell Lake,Chemistry,44.8403,-103.3912,SD-BF-L-NEWELL_01
SWLAZZZ1501C,Newell Lake,Chemistry,44.8361,-103.3877,SD-BF-L-NEWELL_01
GFPZZZ1502,Newell City Pond,Chemistry,44.7156,-103.4497,SD-BF-L-NEWELL_CITY_01
SWLAZZZ1502,Newell City Pond,Chemistry,44.7156,-103.4497,SD-BF-L-NEWELL_CITY_01
SWLAZZZ1502A,Newell City Pond,Chemistry,44.7162,-103.4515,SD-BF-L-NEWELL_CITY_01
SWLAZZZ1502B,Newell City Pond,Chemistry,44.7156,-103.4497,SD-BF-L-NEWELL_CITY_01
SWLAZZZ1502C,Newell City Pond,Chemistry,44.7143,-103.4485,SD-BF-L-NEWELL_CITY_01
GFPZZZ1503,Orman Dam (Belle Fourche Reservoir),Chemistry,44.6993,-103.6933,SD-BF-L-ORMAN_01
GFPZZZ15031,Orman Dam (Belle Fourche Reservoir),Chemistry,44.75,-103.722,SD-BF-L-ORMAN_01
GFPZZZ15032,Orman Dam (Belle Fourche Reservoir),Chemistry,44.7312,-103.6981,SD-BF-L-ORMAN_01
SWLAZZZ1503,Orman Dam (Belle Fourche Reservoir),Chemistry,44.7312,-103.6981,SD-BF-L-ORMAN_01
SWLAZZZ1503A,Orman Dam (Belle Fourche Reservoir),Chemistry,44.75,-103.722,SD-BF-L-ORMAN_01
SWLAZZZ1503B,Orman Dam (Belle Fourche Reservoir),Chemistry,44.7312,-103.6981,SD-BF-L-ORMAN_01
SWLAZZZ1503C,Orman Dam (Belle Fourche Reservoir),Chemistry,44.6993,-103.6933,SD-BF-L-ORMAN_01
SWLAZZZ1601,Lake Campbell,Chemistry,45.7411,-100.1328,SD-MI-L-CAMPBELL_01
SWLAZZZ1601A,Lake Campbell,Chemistry,45.7372,-100.1331,SD-MI-L-CAMPBELL_01
SWLAZZZ1601B,Lake Campbell,Chemistry,45.7411,-100.1328,SD-MI-L-CAMPBELL_01
SWLAZZZ1601C,Lake Campbell,Chemistry,45.7405,-100.1277,SD-MI-L-CAMPBELL_01
GFPZZZ16081,Lake Pocasse,Chemistry,45.9131,-100.2855,SD-MI-L-POCASSE_01
GFPZZZ16082,Lake Pocasse,Chemistry,45.9066,-100.272,SD-MI-L-POCASSE_01
GFPZZZ16083,Lake Pocasse,Chemistry,45.901,-100.2638,SD-MI-L-POCASSE_01
SWLAZZZ1608,Lake Pocasse,Chemistry,45.9066,-100.272,SD-MI-L-POCASSE_01
SWLAZZZ1608A,Lake Pocasse,Chemistry,45.9131,-100.2855,SD-MI-L-POCASSE_01
SWLAZZZ1608B,Lake Pocasse,Chemistry,45.9066,-100.272,SD-MI-L-POCASSE_01
SWLAZZZ1608C,Lake Pocasse,Chemistry,45.901,-100.2638,SD-MI-L-POCASSE_01
SWLAZZZ1701,null,Chemistry,43.4625,-99.1104,SD-MI-L-ACADEMY_01
SWLAZZZ1701A,null,Chemistry,43.4635,-99.1098,SD-MI-L-ACADEMY_01
SWLAZZZ1701B,null,Chemistry,43.4625,-99.1104,SD-MI-L-ACADEMY_01
SWLAZZZ1701C,null,Chemistry,43.461,-99.1087,SD-MI-L-ACADEMY_01
SWLAZZZ1703A,Dante Lake,Chemistry,43.0663,-98.179,SD-MI-L-DANTE_01
SWLAZZZ1703B,Dante Lake,Chemistry,43.0677,-98.1759,SD-MI-L-DANTE_01
SWLAZZZ1703C,Dante Lake,Chemistry,43.0694,-98.1758,SD-MI-L-DANTE_01
SWLAZZZ1705,Geddes Lake,Chemistry,43.1919,-98.7138,SD-MI-L-GEDDES_01
SWLAZZZ1705A,Geddes Lake,Chemistry,43.1939,-98.715,SD-MI-L-GEDDES_01
SWLAZZZ1705B,Geddes Lake,Chemistry,43.1919,-98.7138,SD-MI-L-GEDDES_01
SWLAZZZ1705C,Geddes Lake,Chemistry,43.1884,-98.712,SD-MI-L-GEDDES_01
SWLAZZZ1708,Lake Andes,Chemistry,43.1888,-98.4326,SD-MI-L-ANDES_01
SWLAZZZ1708B,Lake Andes,Chemistry,43.1888,-98.4326,SD-MI-L-ANDES_01
ANDESZZLA08,null,Chemistry,43.213,-98.42,null
ANDESZZLA09,Lake Andes,Chemistry,43.17,-98.4593,SD-MI-L-ANDES_01
ANDESZZLA10,Lake Andes,Chemistry,43.1583,-98.5053,SD-MI-L-ANDES_01
ANDESZZLAT01,null,Chemistry,43.2418,-98.4073,null
ANDESZZLAT02,null,Chemistry,43.2273,-98.4289,null
ANDESZZLAT03,null,Chemistry,43.2128,-98.447,null
ANDESZZLAT04,null,Chemistry,43.1839,-98.4605,null
ANDESZZLAT05,null,Chemistry,43.1691,-98.5146,null
ANDESZZLAT06,null,Chemistry,43.1507,-98.527,null
ANDESZZLAT07,null,Chemistry,43.1547,-98.4812,null
SWLAZZZ1710,Lake Andes,Chemistry,43.1607,-98.4894,SD-MI-L-ANDES_01
SWLAZZZ1710A,Lake Andes,Chemistry,43.1577,-98.5107,SD-MI-L-ANDES_01
SWLAZZZ1710B,Lake Andes,Chemistry,43.1607,-98.4894,SD-MI-L-ANDES_01
SWLAZZZ1710C,Lake Andes,Chemistry,43.1615,-98.4656,SD-MI-L-ANDES_01
PLATTEZLP01,null,Chemistry,43.3874,-98.8955,
PLATTEZLP02,Platte Lake,Chemistry,43.3874,-98.8955,SD-MI-L-PLATTE_01
PLATTEZLP03,Platte Lake,Chemistry,43.3874,-98.8955,SD-MI-L-PLATTE_01
SWLAZZZ1711,Platte Lake,Chemistry,43.3874,-98.8955,SD-MI-L-PLATTE_01
SWLAZZZ1711A,Platte Lake,Chemistry,43.3903,-98.8928,SD-MI-L-PLATTE_01
SWLAZZZ1711B,Platte Lake,Chemistry,43.3874,-98.8955,SD-MI-L-PLATTE_01
SWLAZZZ1711C,Platte Lake,Chemistry,43.384,-98.892,SD-MI-L-PLATTE_01
SWLAZZZ9503,Dry Lake,Chemistry,45.0431,-97.3262,SD-BS-L-DRY_01
SWLAZZZ9503A,Dry Lake,Chemistry,45.0466,-97.3367,SD-BS-L-DRY_01
SWLAZZZ9503B,Dry Lake,Chemistry,45.0431,-97.3262,SD-BS-L-DRY_01
SWLAZZZ9503C,Dry Lake,Chemistry,45.0422,-97.3155,SD-BS-L-DRY_01
KAMPESK01,null,Chemistry,44.9107,-97.2544,null
KAMPESK02,null,Chemistry,44.9181,-97.2432,null
KAMPESK09,Lake Kampeska,Chemistry,44.9071,-97.2386,SD-BS-L-KAMPESKA_01
SWLAZZZ9508A,Lake Kampeska,Chemistry,44.9071,-97.2386,SD-BS-L-KAMPESKA_01
PELICANPL01,null,Chemistry,44.8474,-97.211,null
SWLAZZZ2102,Lakota Lake,Chemistry,43.8498,-103.3977,SD-CH-L-LAKOTA_01
SWLAZZZ2102A,Lakota Lake,Chemistry,43.8488,-103.3986,SD-CH-L-LAKOTA_01
SWLAZZZ2102B,Lakota Lake,Chemistry,43.8498,-103.3977,SD-CH-L-LAKOTA_01
SWLAZZZ2102C,Lakota Lake,Chemistry,43.851,-103.3965,SD-CH-L-LAKOTA_01
GFPZZZ2103G,Bismark Lake,Chemistry,43.7774,-103.5167,SD-CH-L-BISMARK_01
SWLAZZZ2103,Bismark Lake,Chemistry,43.7774,-103.5167,SD-CH-L-BISMARK_01
SWLAZZZ2103A,Bismark Lake,Chemistry,43.7787,-103.5148,SD-CH-L-BISMARK_01
SWLAZZZ2103B,Bismark Lake,Chemistry,43.7774,-103.5167,SD-CH-L-BISMARK_01
SWLAZZZ2103C,Bismark Lake,Chemistry,43.7755,-103.5155,SD-CH-L-BISMARK_01
SWLAZZZ2105,Center Lake,Chemistry,43.8005,-103.4164,SD-CH-L-CENTER_01
SWLAZZZ2105A,Center Lake,Chemistry,43.8015,-103.418,SD-CH-L-CENTER_01
SWLAZZZ2105B,Center Lake,Chemistry,43.8005,-103.4164,SD-CH-L-CENTER_01
SWLAZZZ2105C,Center Lake,Chemistry,43.7991,-103.4147,SD-CH-L-CENTER_01
GFPZZZ2106,null,Chemistry,43.7588,-103.6232,null
GFPZZZ2107,Legion Lake,Chemistry,43.7603,-103.462,SD-CH-L-LEGION_01
SWLAZZZ2107,Legion Lake,Chemistry,43.7603,-103.462,SD-CH-L-LEGION_01
SWLAZZZ2107A,Legion Lake,Chemistry,43.7612,-103.4629,SD-CH-L-LEGION_01
SWLAZZZ2107B,Legion Lake,Chemistry,43.7603,-103.462,SD-CH-L-LEGION_01
SWLAZZZ2107C,Legion Lake,Chemistry,43.7598,-103.4631,SD-CH-L-LEGION_01
GFPZZZ2110,Stockade Lake,Chemistry,43.7687,-103.5146,SD-CH-L-STOCKADE_01
GFPZZZ2110A1,Stockade Lake,Chemistry,43.7687,-103.5146,SD-CH-L-STOCKADE_01
GFPZZZ2110A1-1,Stockade Lake,Chemistry,43.7687,-103.5146,SD-CH-L-STOCKADE_01
GFPZZZ2110A1-2,Stockade Lake,Chemistry,43.7687,-103.5146,SD-CH-L-STOCKADE_01
GFPZZZ2110A2,Stockade Lake,Chemistry,43.7687,-103.5146,SD-CH-L-STOCKADE_01
GFPZZZ2110A2-1,Stockade Lake,Chemistry,43.7687,-103.5146,SD-CH-L-STOCKADE_01
GFPZZZ2110A2-2,Stockade Lake,Chemistry,43.7687,-103.5146,SD-CH-L-STOCKADE_01
GFPZZZ2110A3,Stockade Lake,Chemistry,43.7687,-103.5146,SD-CH-L-STOCKADE_01
GFPZZZ2110A3-1,Stockade Lake,Chemistry,43.7687,-103.5146,SD-CH-L-STOCKADE_01
GFPZZZ2110A3-2,Stockade Lake,Chemistry,43.7687,-103.5146,SD-CH-L-STOCKADE_01
GFPZZZ2110A3Du,Stockade Lake,Chemistry,43.7687,-103.5146,SD-CH-L-STOCKADE_01
GFPZZZ2110B2,Stockade Lake,Chemistry,43.7687,-103.5146,SD-CH-L-STOCKADE_01
GFPZZZ2110C3,Stockade Lake,Chemistry,43.7659,-103.5144,SD-CH-L-STOCKADE_01
STOCKAD01D,Stockade Lake,Chemistry,43.7687,-103.5146,SD-CH-L-STOCKADE_01
STOCKAD02D,Stockade Lake,Chemistry,43.7687,-103.5146,SD-CH-L-STOCKADE_01
STOCKAD03D,Stockade Lake,Chemistry,43.7687,-103.5146,SD-CH-L-STOCKADE_01
STOCKAD04D,Stockade Lake,Chemistry,43.7687,-103.5146,SD-CH-L-STOCKADE_01
STOCKAD05D,Stockade Lake,Chemistry,43.7687,-103.5146,SD-CH-L-STOCKADE_01
STOCKAD06D,Stockade Lake,Chemistry,43.7687,-103.5146,SD-CH-L-STOCKADE_01
STOCKAD07D,Stockade Lake,Chemistry,43.7687,-103.5146,SD-CH-L-STOCKADE_01
STOCKAD08D,Stockade Lake,Chemistry,43.7687,-103.5146,SD-CH-L-STOCKADE_01
STOCKAD09D,Stockade Lake,Chemistry,43.7687,-103.5146,SD-CH-L-STOCKADE_01
STOCKADBBELLD,Stockade Lake,Chemistry,43.7687,-103.5146,SD-CH-L-STOCKADE_01
STOCKADFRCRD,Stockade Lake,Chemistry,43.7687,-103.5146,SD-CH-L-STOCKADE_01
STOCKADLFREND,Stockade Lake,Chemistry,43.7687,-103.5146,SD-CH-L-STOCKADE_01
SWLAZZZ2110,Stockade Lake,Chemistry,43.7687,-103.5146,SD-CH-L-STOCKADE_01
SWLAZZZ2110A,Stockade Lake,Chemistry,43.7682,-103.5201,SD-CH-L-STOCKADE_01
SWLAZZZ2110B,Stockade Lake,Chemistry,43.7687,-103.5146,SD-CH-L-STOCKADE_01
SWLAZZZ2110C,Stockade Lake,Chemistry,43.7659,-103.5144,SD-CH-L-STOCKADE_01
SWLAZZZ2111,Sylvan Lake,Chemistry,43.8459,-103.5639,SD-CH-L-SYLVAN_01
SWLAZZZ2111A,Sylvan Lake,Chemistry,43.8469,-103.5654,SD-CH-L-SYLVAN_01
SWLAZZZ2111B,Sylvan Lake,Chemistry,43.8459,-103.5639,SD-CH-L-SYLVAN_01
SWLAZZZ2111C,Sylvan Lake,Chemistry,43.8452,-103.5619,SD-CH-L-SYLVAN_01
SWLAZZZ2201,Amsden Dam,Chemistry,45.3576,-97.9682,SD-JA-L-AMSDEN_01
SWLAZZZ2201A,Amsden Dam,Chemistry,45.3545,-97.9754,SD-JA-L-AMSDEN_01
SWLAZZZ2201B,Amsden Dam,Chemistry,45.3576,-97.9682,SD-JA-L-AMSDEN_01
SWLAZZZ2201C,Amsden Dam,Chemistry,45.3588,-97.9615,SD-JA-L-AMSDEN_01
SWLAZZZ2205A,Bitter Lake,Chemistry,45.2942,-97.3101,SD-BS-L-BITTER_01
SWLAZZZ2205B,Bitter Lake,Chemistry,45.2804,-97.3063,SD-BS-L-BITTER_01
SWLAZZZ2205C,Bitter Lake,Chemistry,45.2664,-97.3034,SD-BS-L-BITTER_01
BDENEMYBDL01,Blue Dog Lake,Chemistry,45.3516,-97.3104,SD-BS-L-BLUE_DOG_01
BDENEMYBDL02,Blue Dog Lake,Chemistry,45.3537,-97.2901,SD-BS-L-BLUE_DOG_01
BDENEMYBDL03,null,Chemistry,45.3411,-97.3173,null
BDENEMYBDL04a,null,Chemistry,45.3845,-97.2826,null
BDENEMYBDL04b,null,Chemistry,45.37,-97.2839,null
BDENEMYBDL04c,null,Chemistry,45.3626,-97.2863,null
BDENEMYBDL05,null,Chemistry,45.3469,-97.252,null
SWLAZZZ2207,Blue Dog Lake,Chemistry,45.3527,-97.2988,SD-BS-L-BLUE_DOG_01
SWLAZZZ2207A,Blue Dog Lake,Chemistry,45.3493,-97.3128,SD-BS-L-BLUE_DOG_01
SWLAZZZ2207B,Blue Dog Lake,Chemistry,45.3527,-97.2988,SD-BS-L-BLUE_DOG_01
SWLAZZZ2207C,Blue Dog Lake,Chemistry,45.3537,-97.2901,SD-BS-L-BLUE_DOG_01
BDENEMYESL01,Enemy Swim Lake,Chemistry,45.4455,-97.2442,SD-BS-L-ENEMY_SWIM_01
BDENEMYESL01Z02,Enemy Swim Lake,Chemistry,45.4415,-97.2643,SD-BS-L-ENEMY_SWIM_01
BDENEMYSLO08,Enemy Swim Lake,Chemistry,45.4517,-97.278,SD-BS-L-ENEMY_SWIM_01
BDENEMYSLO09,Enemy Swim Lake,Chemistry,45.4421,-97.2875,SD-BS-L-ENEMY_SWIM_01
BDENEMYSLO10,Enemy Swim Lake,Chemistry,45.4422,-97.2894,SD-BS-L-ENEMY_SWIM_01
BDENEMYSLO11,Enemy Swim Lake,Chemistry,45.4317,-97.2765,SD-BS-L-ENEMY_SWIM_01
BDENEMYSLO12,Enemy Swim Lake,Chemistry,45.4299,-97.2736,SD-BS-L-ENEMY_SWIM_01
BDENEMYSLO13,Enemy Swim Lake,Chemistry,45.4299,-97.274,SD-BS-L-ENEMY_SWIM_01
BDENEMYSLO14,null,Chemistry,45.4298,-97.2752,null
BDENEMYSLO15,Enemy Swim Lake,Chemistry,45.4306,-97.2795,SD-BS-L-ENEMY_SWIM_01
BDENEMYSLO16,Enemy Swim Lake,Chemistry,45.4327,-97.2818,SD-BS-L-ENEMY_SWIM_01
BDENEMYSLO17,Enemy Swim Lake,Chemistry,45.4336,-97.2812,SD-BS-L-ENEMY_SWIM_01
BDENEMYSLO18,Enemy Swim Lake,Chemistry,45.4344,-97.2901,SD-BS-L-ENEMY_SWIM_01
BDENEMYSLO19,Enemy Swim Lake,Chemistry,45.4334,-97.289,SD-BS-L-ENEMY_SWIM_01
BDENEMYESL02,Enemy Swim Lake,Chemistry,45.44,-97.2678,SD-BS-L-ENEMY_SWIM_01
BDENEMYESL03,null,Chemistry,45.4279,-97.2689,null
BDENEMYESL04,null,Chemistry,45.4507,-97.2308,null
BDENEMYESLBLOCK,Enemy Swim Lake,Chemistry,45.454332,-97.274597,SD-BS-L-ENEMY_SWIM_01
BDENEMYESLC,Enemy Swim Lake,Chemistry,45.4311,-97.2794,SD-BS-L-ENEMY_SWIM_01
BDENEMYESLT,Enemy Swim Lake,Chemistry,45.4304,-97.2706,SD-BS-L-ENEMY_SWIM_01
BDENEMYSLO01,Enemy Swim Lake,Chemistry,45.4492,-97.2625,SD-BS-L-ENEMY_SWIM_01
BDENEMYSLO02,Enemy Swim Lake,Chemistry,45.456059,-97.268687,SD-BS-L-ENEMY_SWIM_01
BDENEMYSLO03,Enemy Swim Lake,Chemistry,45.4561,-97.2693,SD-BS-L-ENEMY_SWIM_01
BDENEMYSLO04,Enemy Swim Lake,Chemistry,45.4542,-97.2743,SD-BS-L-ENEMY_SWIM_01
BDENEMYSLO05,Enemy Swim Lake,Chemistry,45.454,-97.2744,SD-BS-L-ENEMY_SWIM_01
BDENEMYSLO06,Enemy Swim Lake,Chemistry,45.4535,-97.2747,SD-BS-L-ENEMY_SWIM_01
BDENEMYSLO07,Enemy Swim Lake,Chemistry,45.453,-97.2759,SD-BS-L-ENEMY_SWIM_01
BDENEMYSLO20,Enemy Swim Lake,Chemistry,45.434264,-97.28399,SD-BS-L-ENEMY_SWIM_01
BDENEMYSLO21,Enemy Swim Lake,Chemistry,45.4382,-97.2844,SD-BS-L-ENEMY_SWIM_01
BDENEMYSLO22,Enemy Swim Lake,Chemistry,45.438085,-97.285866,SD-BS-L-ENEMY_SWIM_01
BDENEMYSLO23,Enemy Swim Lake,Chemistry,45.4456,-97.2426,SD-BS-L-ENEMY_SWIM_01
BDENEMYSLO24,Enemy Swim Lake,Chemistry,45.4473,-97.2315,SD-BS-L-ENEMY_SWIM_01
